AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
43646,30470,Prakash Kulkarni,24.0,1.0,A2
43647,30473,Syed Naik,,1.0,A1
43648,30473,Kiran Sheikh,,1.0,A2
43649,30473,Divya Shetty,35.0,2.0,A3
43650,30474,Girish Achari,18.0,1.0,A1
43651,30474,Harish Nayaka,20.0,1.0,A2
43652,30474,Naveen Reddy,,,A3
43653,30474,Mohammed Achari,,1.0,A4
43654,30475,Raghavendra Achari,21.0,1.0,A1
43655,30475,Dinesh Nayaka,28.0,1.0,A2
43656,30475,Lokesh Rao,,1.0,A3
43657,30475,Chetan Nayaka,19.0,1.0,A4
43658,30476,Ramesh Murthy,,1.0,A1
43659,30476,Lokesh Nayaka,,1.0,A2
43660,30477,Harish Gowda,20.0,1.0,A1
43661,30477,Imran Kumar,,1.0,A2
43662,30478,Manjula Kumar,,2.0,A1
43663,30479,Ramesh Pai,41.0,1.0,A1
43664,30479,Divya Shetty,,2.0,A2
43665,30481,Ramesh Fernandes,33.0,1.0,A1
43666,30482,Raghavendra Reddy,28.0,1.0,A1
43667,30482,Venkatesh Nayaka,25.0,1.0,A2
43668,30482,Srinivas Rao,22.0,,A3
43669,30482,Manjunath Nayaka,35.0,1.0,A4
43670,30484,Santosh Nayaka,28.0,1.0,A1
43671,30486,Mohammed Banakar,,1.0,A1
43672,30487,Shivakumar Poojari,29.0,1.0,A1
43673,30490,Vijay Khan,29.0,,A1
43674,30490,Irfan Hegde,35.0,1.0,A2
43675,30491,Imran Swamy,27.0,1.0,A1
43676,30491,Kiran Kumar,24.0,1.0,A2
43677,30491,Deepa Naik,,2.0,A3
43678,30492,Abdul Poojari,,1.0,A1
43679,30492,Ramesh Reddy,17.0,1.0,A2
43680,30492,Joseph Achari,22.0,1.0,A3
43681,30492,Praveen Hegde,20.0,1.0,A4
43682,30493,Kiran Shetty,27.0,1.0,A1
43683,30493,Nagaraj Bhat,30.0,1.0,A2
43684,30494,Praveen Reddy,47.0,1.0,A1
43685,30495,Nagaraj Poojari,,1.0,A1
43686,30495,Naveen Kulkarni,,1.0,A2
43687,30496,Umesh Naik,29.0,1.0,A1
43688,30496,Girish Gowda,25.0,1.0,A2
43689,30496,Ramesh Kumar,,1.0,A3
43690,30497,Umesh Patil,21.0,1.0,A1
43691,30497,Imran Patil,28.0,1.0,A2
43692,30498,Suresh Rao,49.0,1.0,A1
43693,30499,Imran Patil,28.0,1.0,A1
43694,30499,Shobha Kulkarni,38.0,,A2
43695,30500,Kavitha Murthy,,2.0,A1
43696,30500,Venkatesh Murthy,22.0,,A2
43697,30500,Mahesh Bhat,,1.0,A3
43698,30501,Imran Patil,28.0,1.0,A1
43699,30504,Joseph Pai,24.0,1.0,A1
43700,30504,Santosh Naik,27.0,,A2
43701,30504,Shobha Biradar,23.0,2.0,A3
43702,30504,Abdul Pai,40.0,1.0,A4
43703,30505,Lokesh Swamy,20.0,1.0,A1
43704,30505,Anitha Rao,30.0,2.0,A2
43705,30505,Kiran Rao,27.0,1.0,A3
43706,30506,Suresh Poojari,,1.0,A1
43707,30507,Girish Hegde,,,A1
43708,30509,Ramesh Biradar,21.0,1.0,A1
43709,30510,Abdul Angadi,28.0,1.0,A1
43710,30511,Chetan Bhat,31.0,1.0,A1
43711,30512,Kavitha Sheikh,28.0,2.0,A1
43712,30513,Venkatesh Naik,37.0,1.0,A1
43713,30514,Imran D'Souza,,,A1
43714,30517,Manjula Fernandes,,,A1
43715,30518,Mohammed Shetty,29.0,,A1
43716,30518,Sunitha Gowda,26.0,2.0,A2
43717,30518,Dinesh Bhat,,1.0,A3
43718,30518,Prakash Kulkarni,,1.0,A4
43719,30519,Pallavi Swamy,,2.0,A1
43720,30520,Naveen Reddy,19.0,1.0,A1
43721,30520,Anthony Kulkarni,,1.0,A2
43722,30523,Srinivas Khan,18.0,1.0,A1
43723,30524,Venkatesh Kumar,29.0,,A1
43724,30525,Mohammed Shetty,24.0,1.0,A1
43725,30525,Venkatesh Sheikh,57.0,1.0,A2
43726,30529,Lokesh Kumar,19.0,1.0,A1
43727,30529,Chetan Hegde,55.0,1.0,A2
43728,30530,Santosh Desai,15.0,1.0,A1
43729,30531,Wilson Nayaka,,,A1
43730,30531,Savitha Swamy,30.0,2.0,A2
43731,30533,Raghavendra Patil,,1.0,A1
43732,30536,Shivakumar Murthy,26.0,1.0,A1
43733,30538,Lokesh Khan,35.0,1.0,A1
43734,30538,Joseph Hegde,28.0,1.0,A2
43735,30539,Vijay Nayaka,42.0,1.0,A1
43736,30540,Basavaraj Rao,31.0,1.0,A1
43737,30540,Abdul Patil,26.0,1.0,A2
43738,30541,Ramesh Naik,30.0,1.0,A1
43739,30543,Girish Pai,,1.0,A1
43740,30543,Anthony Reddy,34.0,1.0,A2
43741,30545,Anil Bhat,19.0,1.0,A1
43742,30545,Praveen Patil,30.0,1.0,A2
43743,30547,Abdul Nayaka,30.0,1.0,A1
43744,30547,Abdul Gowda,,,A2
43745,30548,Nagaraj Fernandes,29.0,1.0,A1
43746,30550,Raghavendra Biradar,27.0,1.0,A1
43747,30550,Imran Angadi,27.0,1.0,A2
43748,30552,Mahesh Fernandes,32.0,1.0,A1
43749,30553,Raghavendra Reddy,33.0,1.0,A1
43750,30554,Irfan Hegde,29.0,1.0,A1
43751,30554,Anil Desai,,1.0,A2
43752,30555,Umesh Sheikh,23.0,1.0,A1
43753,30556,Wilson Sheikh,35.0,1.0,A1
43754,30556,Geetha Kumar,,2.0,A2
43755,30556,Shivakumar Gowda,20.0,1.0,A3
43756,30556,Prakash Angadi,26.0,1.0,A4
43757,30557,Imran Achari,19.0,1.0,A1
43758,30558,Imran Desai,22.0,1.0,A1
43759,30558,Fathima Achari,27.0,2.0,A2
43760,30559,Imran Rao,20.0,1.0,A1
43761,30560,Syed Gowda,,1.0,A1
43762,30560,Raghavendra Naik,19.0,1.0,A2
43763,30560,Nagaraj Shetty,24.0,1.0,A3
43764,30561,Venkatesh Fernandes,32.0,1.0,A1
43765,30561,Raghavendra Swamy,15.0,1.0,A2
43766,30562,Abdul Khan,25.0,1.0,A1
43767,30563,Vijay Nayaka,24.0,1.0,A1
43768,30563,Kiran Biradar,,,A2
43769,30563,Anthony Naik,,1.0,A3
43770,30563,Vijay Hegde,,1.0,A4
43771,30564,Anil Desai,43.0,,A1
43772,30564,Abdul Biradar,23.0,1.0,A2
43773,30564,Joseph Shetty,15.0,,A3
43774,30564,Suresh Pai,28.0,1.0,A4
43775,30565,Suma Bhat,,2.0,A1
43776,30566,Harish Achari,28.0,1.0,A1
43777,30570,Syed Banakar,,1.0,A1
43778,30571,Wilson Banakar,17.0,1.0,A1
43779,30571,Suresh Reddy,29.0,1.0,A2
43780,30572,Chetan Sheikh,,1.0,A1
43781,30573,Umesh Murthy,18.0,1.0,A1
43782,30574,Wilson Biradar,34.0,1.0,A1
43783,30577,Umesh Khan,31.0,1.0,A1
43784,30577,Venkatesh Banakar,36.0,1.0,A2
43785,30577,Vijay Reddy,26.0,1.0,A3
43786,30577,Mahesh Biradar,29.0,1.0,A4
43787,30577,Praveen D'Souza,28.0,1.0,A5
43788,30577,Prakash Kumar,18.0,1.0,A6
43789,30578,Naveen Reddy,,1.0,A1
43790,30580,Naveen Murthy,,1.0,A1
43791,30580,Harish Sheikh,,1.0,A2
43792,30580,Naveen Gowda,16.0,1.0,A3
43793,30581,Anthony Patil,28.0,1.0,A1
43794,30582,Wilson Kumar,28.0,1.0,A1
43795,30582,Manjunath Patil,21.0,1.0,A2
43796,30583,Vijay Pai,39.0,1.0,A1
43797,30585,Irfan Bhat,33.0,1.0,A1
43798,30586,Santosh Murthy,32.0,1.0,A1
43799,30586,Lokesh Fernandes,26.0,,A2
43800,30586,Shivakumar Nayaka,33.0,1.0,A3
43801,30586,Chetan D'Souza,25.0,1.0,A4
43802,30586,Dinesh D'Souza,21.0,1.0,A5
43803,30586,Manjunath Reddy,27.0,1.0,A6
43804,30587,Praveen Naik,20.0,1.0,A1
43805,30587,Raghavendra Angadi,,,A2
43806,30587,Wilson Kumar,29.0,1.0,A3
43807,30587,Nagaraj Hegde,,1.0,A4
43808,30587,Radha Pai,,2.0,A5
43809,30587,Imran Gowda,35.0,1.0,A6
43810,30587,Praveen D'Souza,28.0,1.0,A7
43811,30587,Mary D'Souza,,2.0,A8
43812,30587,Harish Swamy,18.0,,A9
43813,30587,Raghavendra Banakar,23.0,1.0,A10
43814,30588,Ramesh Khan,23.0,1.0,A1
43815,30588,Abdul Naik,20.0,1.0,A2
43816,30589,Raghavendra Fernandes,26.0,1.0,A1
43817,30590,Divya Desai,24.0,2.0,A1
43818,30591,Anil Sheikh,15.0,1.0,A1
43819,30591,Girish Nayaka,33.0,1.0,A2
43820,30592,Girish Naik,40.0,1.0,A1
43821,30593,Santosh Achari,,1.0,A1
43822,30593,Girish D'Souza,,1.0,A2
43823,30593,Lokesh Sheikh,24.0,,A3
43824,30593,Kiran Sheikh,21.0,1.0,A4
43825,30594,Naveen Achari,39.0,,A1
43826,30595,Prakash Patil,15.0,1.0,A1
43827,30595,Naveen Desai,19.0,1.0,A2
43828,30595,Suresh Banakar,,1.0,A3
43829,30595,Kiran Nayaka,25.0,1.0,A4
43830,30595,Imran Shetty,40.0,1.0,A5
43831,30596,Selvi Achari,,2.0,A1
43832,30596,Praveen D'Souza,28.0,1.0,A2
43833,30596,Venkatesh Reddy,21.0,,A3
43834,30596,Basavaraj Banakar,,1.0,A4
43835,30596,Bhagya Swamy,,2.0,A5
43836,30596,Nagaraj Gowda,28.0,1.0,A6
43837,30596,Venkatesh Pai,,1.0,A7
43838,30596,Joseph Angadi,31.0,1.0,A8
43839,30596,Dinesh Sheikh,34.0,1.0,A9
43840,30596,Suresh Pai,,1.0,A10
43841,30596,Lokesh Kulkarni,32.0,1.0,A11
43842,30597,Syed Desai,23.0,1.0,A1
43843,30598,Naveen Gowda,23.0,1.0,A1
43844,30599,Manjunath Shetty,23.0,1.0,A1
43845,30600,Syed Rao,,1.0,A1
43846,30603,Suresh Biradar,23.0,1.0,A1
43847,30603,Anil Rao,27.0,1.0,A2
43848,30604,Joseph D'Souza,,1.0,A1
43849,30605,Nagaraj Kumar,26.0,1.0,A1
43850,30605,Shivakumar Reddy,15.0,1.0,A2
43851,30608,Shivakumar Fernandes,,1.0,A1
43852,30609,Manjunath Gowda,,1.0,A1
43853,30610,Harish Shetty,16.0,1.0,A1
43854,30610,Basavaraj Poojari,27.0,1.0,A2
43855,30610,Dinesh Rao,29.0,1.0,A3
43856,30610,Harish Angadi,,1.0,A4
43857,30610,Mahesh Swamy,15.0,1.0,A5
43858,30610,Naveen Poojari,15.0,1.0,A6
43859,30610,Syed Bhat,26.0,1.0,A7
43860,30610,Santosh Murthy,39.0,1.0,A8
43861,30611,Umesh Khan,19.0,1.0,A1
43862,30612,Rekha Pai,25.0,2.0,A1
43863,30613,Anthony Banakar,23.0,1.0,A1
43864,30613,Santosh Hegde,25.0,1.0,A2
43865,30615,Imran Swamy,29.0,1.0,A1
43866,30615,Anil Fernandes,31.0,1.0,A2
43867,30615,Praveen D'Souza,32.0,1.0,A3
43868,30615,Nagaraj Kumar,34.0,1.0,A4
43869,30616,Dinesh Biradar,26.0,,A1
43870,30616,Raghavendra Angadi,,1.0,A2
43871,30617,Umesh Hegde,22.0,1.0,A1
43872,30618,Suresh Reddy,41.0,3.0,A1
43873,30619,Kiran Sheikh,18.0,1.0,A1
43874,30619,Basavaraj Naik,19.0,1.0,A2
43875,30619,Chetan Khan,26.0,1.0,A3
43876,30619,Manjunath Sheikh,40.0,1.0,A4
43877,30619,Dinesh Gowda,36.0,,A5
43878,30619,Dinesh Reddy,,1.0,A6
43879,30619,Nagaraj Poojari,32.0,1.0,A7
43880,30619,Ramesh Angadi,32.0,1.0,A8
43881,30619,Asha Poojari,20.0,2.0,A9
43882,30620,Prakash Kumar,21.0,1.0,A1
43883,30621,Syed Shetty,,1.0,A1
43884,30622,Anitha Biradar,23.0,2.0,A1
43885,30622,Prakash Achari,26.0,1.0,A2
43886,30622,Venkatesh Nayaka,25.0,1.0,A3
43887,30623,Anthony Pai,,1.0,A1
43888,30623,Irfan Murthy,,1.0,A2
43889,30626,Raghavendra Patil,32.0,1.0,A1
43890,30626,Santosh Shetty,,1.0,A2
43891,30627,Naveen Biradar,24.0,1.0,A1
43892,30630,Irfan Poojari,,1.0,A1
43893,30632,Imran Gowda,29.0,1.0,A1
43894,30633,Praveen Khan,21.0,1.0,A1
43895,30634,Praveen Hegde,24.0,1.0,A1
43896,30634,Santosh Kumar,23.0,1.0,A2
43897,30637,Srinivas Biradar,,1.0,A1
43898,30637,Anil Naik,40.0,1.0,A2
43899,30638,Anitha Murthy,,2.0,A1
43900,30638,Basavaraj Desai,30.0,1.0,A2
43901,30638,Basavaraj Desai,30.0,1.0,A3
43902,30639,Kiran Murthy,30.0,1.0,A1
43903,30639,Ayesha Nayaka,31.0,2.0,A2
43904,30640,Imran Poojari,28.0,1.0,A1
43905,30640,Praveen Swamy,,1.0,A2
43906,30640,Shivakumar Achari,25.0,1.0,A3
43907,30641,Mohammed Achari,,1.0,A1
43908,30641,Kiran Kumar,20.0,1.0,A2
43909,30641,Chetan Desai,31.0,1.0,A3
43910,30642,Wilson Kumar,,1.0,A1
43911,30643,Imran Nayaka,37.0,1.0,A1
43912,30645,Abdul Fernandes,20.0,1.0,A1
43913,30646,Dinesh Shetty,20.0,1.0,A1
43914,30648,Prakash Murthy,29.0,1.0,A1
43915,30649,Mahesh Sheikh,36.0,1.0,A1
43916,30649,Anil Achari,31.0,1.0,A2
43917,30652,Imran Kumar,28.0,1.0,A1
43918,30653,Naveen Swamy,,1.0,A1
43919,30653,Irfan Kumar,45.0,,A2
43920,30653,Abdul Swamy,30.0,1.0,A3
43921,30653,Manjunath Sheikh,24.0,,A4
43922,30654,Hanumantha Banakar,30.0,1.0,A1
43923,30655,Raghavendra Patil,31.0,,A1
43924,30657,Nagaraj Poojari,23.0,1.0,A1
43925,30657,Mary Kulkarni,28.0,2.0,A2
43926,30658,Syed Khan,33.0,1.0,A1
43927,30660,Santosh Poojari,,1.0,A1
43928,30660,Nagaraj Gowda,32.0,,A2
43929,30660,Syed Sheikh,32.0,1.0,A3
43930,30662,Nagamma Achari,25.0,2.0,A1
43931,30662,Wilson Pai,,,A2
43932,30664,Venkatesh Reddy,,,A1
43933,30664,Kiran Fernandes,,1.0,A2
43934,30665,Shivakumar D'Souza,20.0,1.0,A1
43935,30665,Umesh Murthy,22.0,1.0,A2
43936,30665,Vijay Desai,31.0,1.0,A3
43937,30665,Srinivas Angadi,40.0,1.0,A4
43938,30665,Srinivas Swamy,21.0,1.0,A5
43939,30665,Vijay Biradar,17.0,1.0,A6
43940,30665,Lokesh Hegde,27.0,1.0,A7
43941,30665,Nagaraj Patil,24.0,1.0,A8
43942,30665,Pushpa Kulkarni,15.0,2.0,A9
43943,30665,Suresh Sheikh,44.0,1.0,A10
43944,30667,Shivakumar Achari,21.0,1.0,A1
43945,30668,Anthony D'Souza,27.0,1.0,A1
43946,30669,Girish Angadi,,1.0,A1
43947,30670,Mohammed Banakar,29.0,1.0,A1
43948,30671,Vijay Bhat,,1.0,A1
43949,30672,Suresh Hegde,24.0,1.0,A1
43950,30672,Vijay Nayaka,20.0,1.0,A2
43951,30672,Basavaraj Rao,,1.0,A3
43952,30674,Praveen D'Souza,,1.0,A1
43953,30675,Syed Sheikh,,,A1
43954,30676,Basavaraj Poojari,25.0,1.0,A1
43955,30680,Manjula Sheikh,27.0,2.0,A1
43956,30680,Praveen Bhat,26.0,1.0,A2
43957,30680,Kiran Murthy,20.0,1.0,A3
43958,30681,Shivakumar Swamy,28.0,1.0,A1
43959,30681,Lokesh Kumar,19.0,,A2
43960,30681,Harish D'Souza,19.0,1.0,A3
43961,30681,Imran Gowda,,,A4
43962,30681,Raghavendra Poojari,30.0,1.0,A5
43963,30682,Manjula Hegde,,2.0,A1
43964,30684,Irfan Reddy,37.0,1.0,A1
43965,30684,Naveen Fernandes,34.0,1.0,A2
43966,30684,Anthony Hegde,27.0,1.0,A3
43967,30684,Santosh Rao,,1.0,A4
43968,30685,Raghavendra Reddy,33.0,1.0,A1
43969,30685,Joseph Kumar,,1.0,A2
43970,30687,Savitha Poojari,27.0,2.0,A1
43971,30688,Girish Patil,,1.0,A1
43972,30691,Vijay Hegde,28.0,1.0,A1
43973,30691,Suresh Hegde,20.0,1.0,A2
43974,30691,Srinivas Swamy,19.0,1.0,A3
43975,30692,Wilson Bhat,18.0,1.0,A1
43976,30693,Syed D'Souza,31.0,,A1
43977,30693,Deepa Angadi,24.0,2.0,A2
43978,30693,Girish Swamy,26.0,1.0,A3
43979,30693,Abdul Reddy,24.0,1.0,A4
43980,30695,Irfan Poojari,29.0,,A1
43981,30695,Wilson Achari,,1.0,A2
43982,30696,Hanumantha Kulkarni,47.0,1.0,A1
43983,30696,Srinivas Kulkarni,22.0,1.0,A2
43984,30698,Joseph D'Souza,,1.0,A1
43985,30699,Basavaraj Nayaka,21.0,1.0,A1
43986,30699,Irfan Biradar,18.0,1.0,A2
43987,30700,Imran Patil,28.0,1.0,A1
43988,30700,Kiran Hegde,30.0,,A2
43989,30700,Shivakumar Swamy,,1.0,A3
43990,30701,Rekha Kumar,15.0,2.0,A1
43991,30701,Harish Gowda,21.0,1.0,A2
43992,30701,Chetan Shetty,26.0,,A3
43993,30702,Divya D'Souza,,2.0,A1
43994,30702,Manjunath Fernandes,,1.0,A2
43995,30702,Venkatesh Kulkarni,17.0,1.0,A3
43996,30702,Santosh Bhat,26.0,1.0,A4
43997,30702,Manjunath Gowda,,1.0,A5
43998,30702,Umesh Poojari,27.0,,A6
43999,30702,Umesh Desai,21.0,1.0,A7
44000,30702,Ramesh Shetty,,1.0,A8
44001,30702,Naveen Achari,25.0,1.0,A9
44002,30702,Imran Angadi,20.0,,A10
44003,30703,Pallavi Fernandes,,2.0,A1
44004,30703,Chetan Patil,38.0,1.0,A2
44005,30703,Raghavendra Gowda,27.0,1.0,A3
44006,30705,Suresh Desai,,1.0,A1
44007,30705,Harish Kumar,26.0,1.0,A2
44008,30706,Umesh Naik,,1.0,A1
44009,30706,Praveen D'Souza,,1.0,A2
44010,30707,Irfan Fernandes,24.0,,A1
44011,30709,Suresh Kumar,40.0,1.0,A1
44012,30710,Vijay Gowda,30.0,1.0,A1
44013,30710,Anil Bhat,19.0,1.0,A2
44014,30711,Radha Bhat,,2.0,A1
44015,30711,Divya Reddy,,2.0,A2
44016,30711,Fathima Murthy,29.0,2.0,A3
44017,30711,Naveen Poojari,25.0,1.0,A4
44018,30711,Basavaraj Khan,,1.0,A5
44019,30711,Dinesh Patil,,1.0,A6
44020,30711,Manjunath Patil,20.0,1.0,A7
44021,30711,Vijay Kumar,23.0,1.0,A8
44022,30712,Pallavi Patil,,2.0,A1
44023,30712,Naveen Sheikh,33.0,1.0,A2
44024,30713,Syed Patil,30.0,1.0,A1
44025,30713,Wilson Sheikh,22.0,1.0,A2
44026,30716,Ramesh Murthy,,1.0,A1
44027,30719,Manjunath Pai,27.0,1.0,A1
44028,30720,Umesh D'Souza,18.0,1.0,A1
44029,30720,Raghavendra Swamy,17.0,1.0,A2
44030,30720,Mahesh Khan,30.0,1.0,A3
44031,30720,Wilson Sheikh,42.0,1.0,A4
44032,30722,Ramesh Bhat,16.0,1.0,A1
44033,30722,Girish D'Souza,37.0,,A2
44034,30722,Praveen Achari,22.0,1.0,A3
44035,30723,Nagaraj Achari,26.0,1.0,A1
44036,30724,Joseph Poojari,30.0,1.0,A1
44037,30724,Dinesh Hegde,23.0,1.0,A2
44038,30724,Anthony Fernandes,30.0,1.0,A3
44039,30725,Ayesha Murthy,23.0,2.0,A1
44040,30725,Suresh Gowda,19.0,,A2
44041,30726,Venkatesh Rao,30.0,1.0,A1
44042,30726,Praveen Swamy,27.0,1.0,A2
44043,30726,Anil Swamy,40.0,1.0,A3
44044,30726,Venkatesh Rao,30.0,1.0,A4
44045,30727,Srinivas D'Souza,28.0,1.0,A1
44046,30728,Syed Swamy,,1.0,A1
44047,30729,Raghavendra Gowda,40.0,1.0,A1
44048,30730,Harish D'Souza,,1.0,A1
44049,30732,Girish Poojari,,1.0,A1
44050,30734,Raghavendra Kumar,22.0,,A1
44051,30735,Praveen Angadi,35.0,3.0,A1
44052,30736,Hanumantha Achari,34.0,,A1
44053,30738,Mahesh Banakar,,1.0,A1
44054,30739,Anil Poojari,37.0,1.0,A1
44055,30739,Prakash Bhat,29.0,1.0,A2
44056,30739,Mahesh Naik,47.0,,A3
44057,30739,Lakshmi D'Souza,41.0,2.0,A4
44058,30740,Mohammed Patil,37.0,1.0,A1
44059,30741,Basavaraj Banakar,21.0,,A1
44060,30742,Irfan Shetty,28.0,1.0,A1
44061,30742,Lokesh Sheikh,,1.0,A2
44062,30742,Ramesh Rao,35.0,,A3
44063,30742,Praveen Angadi,26.0,1.0,A4
44064,30742,Suresh Gowda,49.0,1.0,A5
44065,30742,Hanumantha Rao,18.0,1.0,A6
44066,30742,Chetan Nayaka,38.0,1.0,A7
44067,30742,Kiran Gowda,24.0,1.0,A8
44068,30742,Srinivas Kumar,22.0,,A9
44069,30742,Kiran Kulkarni,34.0,1.0,A10
44070,30742,Ramesh Pai,37.0,1.0,A11
44071,30743,Manjunath Gowda,24.0,1.0,A1
44072,30745,Santosh Achari,,1.0,A1
44073,30747,Mohammed Banakar,41.0,1.0,A1
44074,30748,Savitha Poojari,,,A1
44075,30749,Mahesh Kulkarni,,1.0,A1
44076,30751,Suresh Sheikh,,1.0,A1
44077,30751,Imran Shetty,31.0,1.0,A2
44078,30751,Joseph Desai,29.0,1.0,A3
44079,30754,Umesh Desai,36.0,1.0,A1
44080,30754,Umesh Poojari,27.0,1.0,A2
44081,30754,Joseph Khan,42.0,1.0,A3
44082,30755,Nagaraj Poojari,,1.0,A1
44083,30755,Syed Biradar,28.0,,A2
44084,30757,Hanumantha Patil,,1.0,A1
44085,30757,Kiran Nayaka,29.0,1.0,A2
44086,30759,Lokesh Patil,28.0,1.0,A1
44087,30760,Chetan Rao,24.0,1.0,A1
44088,30760,Hanumantha Fernandes,28.0,1.0,A2
44089,30760,Nagamma Achari,29.0,2.0,A3
44090,30761,Prakash Rao,31.0,1.0,A1
44091,30761,Bhagya Sheikh,,2.0,A2
44092,30762,Asha Gowda,30.0,2.0,A1
44093,30763,Mohammed Hegde,34.0,1.0,A1
44094,30764,Raghavendra Reddy,33.0,1.0,A1
44095,30765,Dinesh Hegde,27.0,1.0,A1
44096,30765,Umesh Reddy,24.0,1.0,A2
44097,30766,Mohammed Sheikh,32.0,1.0,A1
44098,30766,Dinesh Poojari,32.0,1.0,A2
44099,30766,Mahesh Shetty,,1.0,A3
44100,30768,Manjunath Banakar,28.0,1.0,A1
44101,30769,Anil Rao,31.0,1.0,A1
44102,30770,Venkatesh Swamy,,1.0,A1
44103,30770,Anil Bhat,20.0,1.0,A2
44104,30770,Wilson Banakar,21.0,1.0,A3
44105,30771,Ramesh Poojari,,1.0,A1
44106,30771,Irfan Khan,29.0,1.0,A2
44107,30773,Ramesh Hegde,35.0,1.0,A1
44108,30773,Raghavendra Fernandes,,1.0,A2
44109,30773,Abdul Shetty,37.0,1.0,A3
44110,30773,Divya Naik,21.0,2.0,A4
44111,30774,Irfan Bhat,33.0,1.0,A1
44112,30775,Girish Naik,38.0,1.0,A1
44113,30776,Imran Patil,28.0,1.0,A1
44114,30778,Mohammed Nayaka,30.0,1.0,A1
44115,30779,Prakash Pai,30.0,,A1
44116,30780,Ramesh Hegde,21.0,1.0,A1
44117,30780,Joseph Swamy,18.0,1.0,A2
44118,30780,Kiran Naik,31.0,1.0,A3
44119,30781,Basavaraj Swamy,18.0,1.0,A1
44120,30782,Kiran Sheikh,,1.0,A1
44121,30782,Anitha Gowda,28.0,2.0,A2
44122,30782,Imran Hegde,16.0,1.0,A3
44123,30782,Imran Patil,25.0,1.0,A4
44124,30784,Srinivas Shetty,20.0,1.0,A1
44125,30786,Bhagya Shetty,21.0,2.0,A1
44126,30787,Anthony Desai,17.0,,A1
44127,30789,Naveen Reddy,,1.0,A1
44128,30790,Girish Angadi,29.0,1.0,A1
44129,30790,Vijay Swamy,28.0,1.0,A2
44130,30791,Dinesh Shetty,33.0,1.0,A1
44131,30791,Imran Fernandes,26.0,1.0,A2
44132,30792,Praveen Poojari,26.0,1.0,A1
44133,30793,Fathima Nayaka,27.0,2.0,A1
44134,30793,Nagaraj Nayaka,,1.0,A2
44135,30794,Dinesh Patil,41.0,1.0,A1
44136,30798,Kiran D'Souza,23.0,1.0,A1
44137,30798,Shivakumar Poojari,46.0,1.0,A2
44138,30798,Imran Shetty,26.0,1.0,A3
44139,30799,Naveen Biradar,34.0,1.0,A1
44140,30800,Syed Shetty,19.0,,A1
44141,30801,Naveen Murthy,,1.0,A1
44142,30801,Lokesh Kumar,19.0,1.0,A2
44143,30801,Umesh Rao,35.0,1.0,A3
44144,30802,Dinesh D'Souza,22.0,1.0,A1
44145,30803,Lokesh Banakar,21.0,1.0,A1
44146,30803,Lokesh Banakar,21.0,1.0,A2
44147,30803,Anil Biradar,19.0,1.0,A3
44148,30803,Imran Gowda,,1.0,A4
44149,30805,Abdul Hegde,25.0,1.0,A1
44150,30805,Abdul Hegde,25.0,1.0,A2
44151,30805,Deepa Khan,24.0,,A3
44152,30805,Hanumantha Hegde,,1.0,A4
44153,30806,Prakash Poojari,33.0,1.0,A1
44154,30807,Anil Rao,,,A1
44155,30808,Irfan D'Souza,18.0,1.0,A1
44156,30809,Suresh Kumar,27.0,1.0,A1
44157,30810,Mahesh Bhat,28.0,1.0,A1
44158,30810,Wilson Rao,23.0,1.0,A2
44159,30811,Suresh Banakar,24.0,1.0,A1
44160,30812,Abdul Banakar,20.0,,A1
44161,30814,Shivakumar Gowda,,,A1
44162,30815,Wilson Naik,,1.0,A1
44163,30815,Kiran Swamy,32.0,1.0,A2
44164,30815,Pallavi Achari,21.0,2.0,A3
44165,30815,Manjunath Murthy,31.0,1.0,A4
44166,30817,Basavaraj Shetty,26.0,1.0,A1
44167,30819,Shivakumar D'Souza,23.0,1.0,A1
44168,30820,Naveen Murthy,31.0,1.0,A1
44169,30823,Basavaraj Kulkarni,39.0,,A1
44170,30829,Dinesh Rao,,1.0,A1
44171,30829,Irfan Banakar,27.0,1.0,A2
44172,30829,Lokesh Banakar,,1.0,A3
44173,30830,Dinesh Naik,23.0,1.0,A1
44174,30832,Suresh Desai,21.0,1.0,A1
44175,30832,Ramesh Desai,18.0,1.0,A2
44176,30833,Chetan Bhat,25.0,1.0,A1
44177,30835,Shivakumar Bhat,59.0,1.0,A1
44178,30836,Imran Fernandes,25.0,1.0,A1
44179,30836,Anil Bhat,25.0,1.0,A2
44180,30836,Imran Murthy,,3.0,A3
44181,30836,Imran Fernandes,25.0,1.0,A4
44182,30837,Joseph Biradar,32.0,1.0,A1
44183,30838,Anthony Kulkarni,23.0,1.0,A1
44184,30839,Manjunath Kumar,,1.0,A1
44185,30839,Shivakumar Murthy,43.0,1.0,A2
44186,30839,Wilson Kumar,,1.0,A3
44187,30840,Imran Patil,24.0,1.0,A1
44188,30841,Abdul Gowda,41.0,1.0,A1
44189,30841,Abdul Fernandes,15.0,,A2
44190,30841,Chetan Hegde,41.0,1.0,A3
44191,30841,Lokesh Poojari,29.0,1.0,A4
44192,30842,Pushpa Hegde,,2.0,A1
44193,30845,Anil Sheikh,34.0,1.0,A1
44194,30845,Raghavendra Khan,,1.0,A2
44195,30846,Harish Gowda,17.0,1.0,A1
44196,30847,Mahesh Sheikh,36.0,1.0,A1
44197,30847,Santosh Kulkarni,,1.0,A2
