ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
28435,26088,Manjula Gowda,,2.0,1.0,60.0,2
28436,26089,Ramesh Achari,28.0,,1.0,54.0,1
28437,26090,Wilson Achari,28.0,15.0,2.0,,1
28438,26090,Selvi Pai,48.0,15.0,1.0,18.0,2
28439,26090,Imran Nayaka,40.0,25.0,1.0,16.0,1
28440,26091,Rekha Swamy,30.0,,1.0,11.0,2
28441,26092,Anil Fernandes,29.0,19.0,1.0,,1
28442,26093,Venkatesh D'Souza,,,1.0,28.0,1
28443,26094,Anil Shetty,35.0,19.0,1.0,8.0,1
28444,26095,Mahesh Murthy,54.0,5.0,1.0,56.0,1
28445,26096,Nagaraj Banakar,34.0,13.0,1.0,,1
28446,26097,Wilson Poojari,33.0,24.0,1.0,,1
28447,26098,Deepa Hegde,18.0,7.0,1.0,40.0,2
28448,26099,Syed Khan,35.0,13.0,,,1
28449,26100,Deepa Desai,47.0,19.0,1.0,60.0,2
28450,26101,Rekha Khan,34.0,11.0,2.0,51.0,2
28451,26102,Girish Shetty,51.0,3.0,,13.0,1
28452,26103,Chetan Hegde,42.0,13.0,1.0,,1
28453,26104,Ramesh Nayaka,26.0,1.0,,11.0,1
28454,26105,Radha Kumar,39.0,17.0,1.0,,2
28455,26106,Radha Sheikh,18.0,15.0,,40.0,2
28456,26107,Anthony Khan,34.0,19.0,1.0,,1
28457,26108,Dinesh Kulkarni,,15.0,1.0,,1
28458,26109,Rekha Nayaka,41.0,9.0,1.0,58.0,2
28459,26110,Manjunath Bhat,30.0,5.0,,37.0,1
28460,26111,Santosh Kulkarni,35.0,3.0,1.0,54.0,1
28461,26112,Syed Murthy,18.0,23.0,1.0,,1
28462,26113,Anil Bhat,31.0,7.0,1.0,45.0,1
28463,26114,Lakshmi Hegde,31.0,22.0,2.0,12.0,2
28464,26114,Rekha Reddy,29.0,,1.0,10.0,2
28465,26114,Kiran Khan,21.0,3.0,1.0,28.0,1
28466,26115,Joseph Hegde,30.0,12.0,1.0,52.0,1
28467,26116,Naveen Patil,46.0,12.0,1.0,,1
28468,26117,Suma Banakar,48.0,4.0,2.0,,2
28469,26118,Wilson Rao,44.0,,1.0,1.0,1
28470,26119,Lakshmi Poojari,66.0,14.0,1.0,,2
28471,26120,Mahesh Gowda,44.0,21.0,,42.0,1
28472,26121,Harish Kumar,33.0,10.0,2.0,27.0,1
28473,26122,Anitha Reddy,42.0,1.0,1.0,37.0,2
28474,26123,Nagaraj Sheikh,56.0,9.0,1.0,44.0,1
28475,26124,Sunitha Shetty,18.0,23.0,,,2
28476,26125,Vijay Achari,42.0,24.0,1.0,19.0,1
28477,26126,Girish Bhat,,18.0,,1.0,1
28478,26127,Harish Achari,21.0,6.0,1.0,,1
28479,26128,Joseph Shetty,44.0,14.0,2.0,,1
28480,26129,Anil Hegde,,17.0,,1.0,1
28481,26129,Pushpa Desai,37.0,,1.0,43.0,2
28482,26129,Dinesh Gowda,18.0,17.0,1.0,48.0,1
28483,26130,Harish Angadi,,,,46.0,1
28484,26131,Imran Nayaka,18.0,24.0,,24.0,1
28485,26132,Srinivas Biradar,30.0,11.0,1.0,51.0,1
28486,26133,Abdul Khan,19.0,4.0,,,1
28487,26134,Anil D'Souza,55.0,11.0,1.0,,1
28488,26135,Savitha Angadi,31.0,25.0,1.0,20.0,2
28489,26136,Harish Swamy,39.0,18.0,1.0,,1
28490,26137,Imran Sheikh,31.0,5.0,2.0,56.0,1
28491,26138,Deepa Kulkarni,30.0,2.0,1.0,43.0,2
28492,26139,Anthony D'Souza,51.0,15.0,3.0,49.0,1
28493,26140,Ramesh Khan,25.0,22.0,,,1
28494,26141,Fathima Poojari,28.0,23.0,1.0,15.0,2
28495,26142,Abdul Swamy,34.0,2.0,,,1
28496,26143,Abdul Poojari,32.0,5.0,2.0,43.0,1
28497,26144,Dinesh Desai,27.0,8.0,1.0,,1
28498,26145,Manjula Angadi,27.0,,1.0,59.0,2
28499,26146,Manjunath Shetty,18.0,16.0,1.0,2.0,1
28500,26147,Ramesh Reddy,37.0,6.0,1.0,60.0,1
28501,26148,Sunitha Poojari,42.0,14.0,1.0,,2
28502,26149,Kiran Khan,,,1.0,,1
28503,26150,Savitha Poojari,31.0,18.0,1.0,43.0,2
28504,26151,Lokesh Bhat,27.0,14.0,1.0,20.0,1
28505,26152,Divya Rao,45.0,5.0,1.0,,2
28506,26153,Girish Kulkarni,,15.0,1.0,,1
28507,26154,Rekha Naik,40.0,10.0,1.0,,2
28508,26155,Ramesh Swamy,35.0,13.0,,8.0,1
28509,26156,Bhagya Shetty,49.0,7.0,1.0,,2
28510,26157,Imran Sheikh,30.0,3.0,1.0,51.0,1
28511,26158,Abdul Naik,35.0,22.0,3.0,30.0,1
28512,26159,Lakshmi Patil,38.0,,1.0,54.0,2
28513,26160,Suma D'Souza,36.0,11.0,1.0,,2
28514,26161,Naveen Khan,45.0,15.0,,,1
28515,26162,Joseph Angadi,34.0,8.0,1.0,,1
28516,26163,Radha Banakar,32.0,8.0,3.0,,2
28517,26164,Mahesh Khan,30.0,17.0,1.0,35.0,1
28518,26165,Lakshmi Hegde,,7.0,,23.0,2
28519,26166,Fathima Achari,,23.0,1.0,8.0,2
28520,26167,Joseph Shetty,34.0,4.0,1.0,55.0,1
28521,26168,Naveen Achari,39.0,24.0,1.0,57.0,1
28522,26169,Manjunath Bhat,53.0,20.0,,,1
28523,26170,Geetha Fernandes,30.0,2.0,,36.0,2
28524,26171,Kiran Gowda,43.0,9.0,1.0,,1
28525,26172,Rekha Murthy,23.0,13.0,1.0,2.0,2
28526,26173,Geetha Kulkarni,20.0,10.0,1.0,,2
28527,26174,Srinivas Kumar,23.0,,1.0,16.0,1
28528,26175,Selvi Naik,35.0,1.0,1.0,9.0,2
28529,26176,Pushpa D'Souza,55.0,3.0,1.0,58.0,2
28530,26177,Pallavi Patil,18.0,14.0,2.0,6.0,2
28531,26178,Mary Desai,48.0,22.0,1.0,51.0,2
28532,26179,Deepa Murthy,43.0,1.0,1.0,60.0,2
28533,26180,Prakash Fernandes,28.0,16.0,1.0,52.0,1
28534,26181,Pallavi Naik,33.0,13.0,1.0,31.0,2
28535,26182,Abdul Murthy,51.0,16.0,1.0,20.0,1
28536,26183,Pallavi Biradar,31.0,2.0,1.0,9.0,2
28537,26184,Rekha Gowda,36.0,17.0,2.0,46.0,2
28538,26185,Shivakumar Naik,44.0,1.0,1.0,25.0,1
28539,26186,Vijay Murthy,48.0,14.0,,22.0,1
28540,26187,Mary Banakar,37.0,11.0,2.0,2.0,2
28541,26188,Pushpa Poojari,34.0,11.0,,31.0,2
28542,26189,Mahesh Nayaka,44.0,4.0,1.0,30.0,1
28543,26190,Shivakumar Swamy,53.0,14.0,3.0,18.0,1
28544,26191,Mohammed Achari,41.0,18.0,1.0,41.0,1
28545,26192,Ramesh Khan,32.0,,1.0,,1
28546,26193,Anil Gowda,41.0,24.0,3.0,,1
28547,26194,Srinivas Banakar,35.0,14.0,2.0,33.0,1
28548,26195,Raghavendra Kumar,61.0,10.0,1.0,,1
28549,26196,Kavitha Patil,54.0,14.0,,,2
28550,26197,Savitha Shetty,32.0,,1.0,48.0,2
28551,26197,Syed Kumar,35.0,1.0,1.0,,1
28552,26198,Venkatesh Achari,27.0,25.0,1.0,8.0,1
28553,26199,Ramesh Sheikh,36.0,,,56.0,1
28554,26200,Imran Shetty,,19.0,1.0,7.0,1
28555,26201,Bhagya Poojari,35.0,6.0,,30.0,2
28556,26202,Basavaraj Murthy,34.0,7.0,1.0,7.0,1
28557,26203,Pallavi Swamy,,2.0,1.0,36.0,2
28558,26204,Abdul Banakar,,4.0,,27.0,1
28559,26205,Abdul Murthy,53.0,23.0,1.0,,1
28560,26206,Mary D'Souza,38.0,1.0,2.0,,2
28561,26206,Naveen Rao,20.0,5.0,1.0,18.0,1
28562,26207,Hanumantha Shetty,48.0,2.0,1.0,38.0,1
28563,26208,Geetha Gowda,52.0,13.0,1.0,,2
28564,26209,Rekha Naik,29.0,13.0,3.0,1.0,2
28565,26210,Basavaraj Murthy,31.0,25.0,,40.0,1
28566,26211,Anitha Biradar,48.0,7.0,1.0,56.0,2
28567,26212,Bhagya Naik,67.0,11.0,1.0,57.0,2
28568,26213,Deepa Sheikh,36.0,17.0,1.0,,2
28569,26214,Pallavi Khan,44.0,7.0,1.0,,2
28570,26215,Manjunath Bhat,28.0,,,,1
28571,26216,Bhagya Hegde,43.0,9.0,1.0,,2
28572,26217,Nagaraj Naik,48.0,4.0,1.0,,1
28573,26218,Ramesh Naik,31.0,9.0,1.0,,1
28574,26219,Pushpa Poojari,57.0,3.0,1.0,58.0,2
28575,26220,Basavaraj Naik,42.0,25.0,,57.0,1
28576,26221,Imran Khan,29.0,10.0,1.0,,1
28577,26222,Ayesha Kulkarni,41.0,20.0,1.0,5.0,2
28578,26223,Venkatesh Poojari,51.0,12.0,2.0,52.0,1
28579,26224,Irfan Shetty,39.0,10.0,1.0,23.0,1
28580,26225,Ayesha Pai,60.0,23.0,1.0,57.0,2
28581,26226,Syed Khan,28.0,15.0,2.0,,1
28582,26227,Venkatesh Khan,35.0,5.0,1.0,34.0,1
28583,26228,Divya Rao,54.0,3.0,1.0,45.0,2
28584,26229,Mahesh Achari,61.0,17.0,1.0,24.0,1
28585,26230,Pallavi Kumar,32.0,18.0,,,2
28586,26230,Suresh Sheikh,31.0,6.0,1.0,57.0,1
28587,26231,Srinivas Fernandes,,6.0,2.0,,1
28588,26232,Imran Hegde,37.0,,,,1
28589,26233,Kavitha Achari,43.0,4.0,1.0,9.0,2
28590,26234,Nagaraj Reddy,27.0,23.0,1.0,,1
28591,26235,Pushpa Naik,25.0,12.0,,42.0,2
28592,26236,Mohammed Poojari,18.0,8.0,1.0,1.0,1
28593,26237,Naveen Bhat,42.0,,1.0,,1
28594,26238,Nagamma Swamy,61.0,24.0,1.0,,2
28595,26239,Radha Kulkarni,59.0,17.0,1.0,28.0,2
28596,26240,Pushpa Fernandes,52.0,11.0,1.0,,2
28597,26241,Rekha Naik,38.0,22.0,1.0,,2
28598,26242,Praveen Desai,43.0,16.0,1.0,51.0,1
28599,26243,Imran Poojari,31.0,4.0,1.0,27.0,1
28600,26244,Naveen Nayaka,,20.0,1.0,14.0,1
28601,26245,Lakshmi Reddy,,,1.0,,2
28602,26246,Naveen Poojari,,,,17.0,1
28603,26247,Pallavi Nayaka,35.0,10.0,,1.0,2
28604,26248,Shobha Fernandes,46.0,21.0,1.0,,2
28605,26249,Vijay Pai,53.0,13.0,1.0,1.0,1
28606,26250,Prakash Achari,31.0,6.0,2.0,45.0,1
28607,26251,Mohammed Gowda,27.0,19.0,1.0,,1
28608,26252,Naveen Patil,34.0,21.0,1.0,36.0,1
28609,26253,Hanumantha Pai,42.0,25.0,,23.0,1
28610,26254,Anil D'Souza,51.0,18.0,1.0,21.0,1
28611,26255,Wilson Khan,47.0,3.0,4.0,44.0,1
28612,26256,Kavitha Bhat,25.0,14.0,1.0,13.0,2
28613,26257,Ramesh Khan,38.0,13.0,2.0,15.0,1
28614,26258,Umesh Banakar,45.0,,1.0,,1
28615,26259,Mahesh Fernandes,37.0,,1.0,,1
28616,26260,Srinivas Shetty,55.0,14.0,1.0,60.0,1
28617,26261,Anitha Swamy,37.0,18.0,1.0,7.0,2
28618,26262,Pushpa Patil,23.0,17.0,2.0,28.0,2
28619,26263,Mary Gowda,29.0,,4.0,16.0,2
28620,26264,Lokesh Biradar,47.0,14.0,,,1
28621,26265,Praveen Murthy,53.0,10.0,1.0,,1
28622,26266,Ramesh Sheikh,54.0,11.0,1.0,35.0,1
28623,26267,Syed Hegde,43.0,,1.0,25.0,1
28624,26268,Selvi Khan,26.0,21.0,1.0,,2
28625,26269,Raghavendra D'Souza,60.0,3.0,1.0,33.0,1
28626,26270,Bhagya Swamy,32.0,18.0,1.0,,2
28627,26271,Umesh Kumar,42.0,6.0,1.0,55.0,1
28628,26272,Abdul Murthy,30.0,17.0,1.0,,1
28629,26273,Lokesh Kulkarni,40.0,18.0,1.0,49.0,1
28630,26274,Lokesh Sheikh,26.0,24.0,3.0,,1
28631,26275,Mohammed Achari,47.0,16.0,,,1
28632,26276,Shivakumar Kumar,39.0,14.0,1.0,30.0,1
28633,26277,Suma Bhat,43.0,5.0,,31.0,2
28634,26278,Hanumantha Gowda,,15.0,1.0,,1
28635,26279,Ayesha Shetty,35.0,20.0,1.0,49.0,2
28636,26280,Chetan Reddy,40.0,19.0,1.0,,1
28637,26280,Mohammed Swamy,38.0,11.0,1.0,31.0,1
28638,26281,Geetha Gowda,40.0,,,13.0,2
28639,26282,Joseph Pai,40.0,11.0,1.0,51.0,1
28640,26283,Divya Bhat,42.0,17.0,1.0,31.0,2
28641,26284,Joseph Murthy,41.0,14.0,2.0,16.0,1
28642,26285,Harish Sheikh,19.0,5.0,1.0,,1
28643,26286,Shivakumar Sheikh,33.0,8.0,,9.0,1
28644,26287,Irfan Murthy,27.0,,1.0,,1
28645,26288,Imran Banakar,59.0,25.0,1.0,40.0,1
28646,26289,Anthony Kumar,62.0,8.0,1.0,9.0,1
28647,26290,Dinesh Pai,20.0,5.0,1.0,,1
28648,26291,Nagamma Fernandes,30.0,8.0,1.0,,2
28649,26291,Deepa Fernandes,46.0,15.0,1.0,9.0,2
28650,26292,Bhagya Hegde,41.0,5.0,1.0,,2
28651,26293,Anthony Patil,,9.0,1.0,,1
28652,26293,Vijay Sheikh,29.0,4.0,2.0,38.0,1
28653,26294,Lakshmi Gowda,24.0,3.0,1.0,12.0,2
28654,26294,Girish Kulkarni,,14.0,1.0,34.0,1
28655,26295,Anthony Swamy,44.0,21.0,1.0,37.0,1
28656,26296,Ayesha Naik,38.0,2.0,1.0,60.0,2
28657,26297,Anthony Swamy,30.0,8.0,,20.0,1
28658,26298,Manjunath Khan,42.0,20.0,1.0,,1
28659,26299,Suma Pai,38.0,4.0,1.0,,2
28660,26300,Joseph Rao,51.0,2.0,1.0,41.0,1
28661,26301,Lakshmi Bhat,37.0,5.0,,,2
28662,26302,Chetan Rao,18.0,12.0,1.0,30.0,1
28663,26303,Dinesh Naik,,22.0,1.0,35.0,1
28664,26304,Pallavi Reddy,,4.0,,37.0,2
28665,26305,Basavaraj Bhat,21.0,8.0,2.0,47.0,1
28666,26306,Selvi Shetty,31.0,12.0,1.0,,2
28667,26307,Umesh D'Souza,35.0,25.0,,54.0,1
28668,26308,Shivakumar Swamy,22.0,5.0,,,1
28669,26309,Manjunath Khan,40.0,,1.0,57.0,1
28670,26310,Geetha Fernandes,46.0,5.0,1.0,,2
28671,26311,Mary Biradar,18.0,1.0,1.0,,2
28672,26312,Mahesh Banakar,44.0,10.0,,,1
28673,26313,Praveen Kulkarni,46.0,9.0,1.0,32.0,1
28674,26314,Anil Kulkarni,37.0,18.0,,,1
28675,26315,Wilson Rao,49.0,1.0,1.0,31.0,1
28676,26316,Harish Nayaka,21.0,23.0,,,1
28677,26317,Girish Angadi,27.0,6.0,1.0,37.0,1
28678,26318,Anil Bhat,53.0,4.0,1.0,31.0,1
28679,26319,Fathima Pai,33.0,6.0,1.0,19.0,2
28680,26320,Pushpa Rao,54.0,19.0,1.0,3.0,2
28681,26321,Abdul D'Souza,34.0,14.0,1.0,,1
28682,26322,Anil Desai,34.0,,1.0,,1
28683,26323,Abdul Gowda,36.0,13.0,,13.0,1
28684,26324,Geetha Reddy,43.0,25.0,1.0,35.0,2
28685,26325,Shobha Poojari,23.0,,1.0,,2
28686,26325,Hanumantha Naik,55.0,21.0,1.0,10.0,1
28687,26326,Mary Poojari,39.0,11.0,1.0,,2
28688,26327,Divya Murthy,39.0,23.0,1.0,,2
28689,26328,Manjunath Nayaka,42.0,,1.0,44.0,1
28690,26329,Santosh Achari,38.0,6.0,1.0,7.0,1
28691,26330,Hanumantha Kulkarni,44.0,4.0,1.0,39.0,1
28692,26331,Rekha Swamy,47.0,11.0,1.0,36.0,2
28693,26332,Naveen Sheikh,26.0,12.0,,41.0,1
28694,26333,Pallavi Reddy,33.0,22.0,,57.0,2
28695,26333,Savitha Kulkarni,51.0,,1.0,22.0,2
28696,26334,Syed Murthy,23.0,,1.0,28.0,1
28697,26335,Anil Poojari,26.0,,3.0,,1
28698,26336,Sunitha Shetty,33.0,18.0,3.0,24.0,2
28699,26337,Lokesh Biradar,43.0,17.0,1.0,,1
28700,26337,Kavitha Poojari,36.0,24.0,1.0,33.0,2
28701,26338,Kiran Swamy,,9.0,1.0,15.0,1
28702,26339,Raghavendra Swamy,42.0,20.0,5.0,41.0,1
28703,26340,Praveen Achari,61.0,20.0,1.0,45.0,1
28704,26341,Bhagya D'Souza,34.0,,2.0,18.0,2
28705,26342,Savitha Kulkarni,19.0,1.0,1.0,,2
28706,26343,Shivakumar Sheikh,42.0,15.0,2.0,6.0,1
28707,26344,Lakshmi Bhat,31.0,21.0,,7.0,2
28708,26345,Ayesha Shetty,,22.0,,45.0,2
28709,26346,Sunitha Naik,20.0,11.0,1.0,34.0,2
28710,26347,Savitha Kulkarni,45.0,8.0,1.0,47.0,2
28711,26348,Naveen Rao,36.0,20.0,1.0,,1
28712,26349,Srinivas Rao,33.0,19.0,,17.0,1
28713,26350,Prakash Sheikh,25.0,14.0,,53.0,1
28714,26351,Fathima Gowda,51.0,5.0,1.0,2.0,2
28715,26352,Basavaraj Hegde,42.0,21.0,1.0,28.0,1
28716,26353,Venkatesh Patil,19.0,8.0,1.0,29.0,1
28717,26354,Bhagya Naik,33.0,2.0,2.0,46.0,2
28718,26355,Anil Kumar,38.0,15.0,1.0,,1
28719,26356,Suma Naik,31.0,17.0,1.0,,2
28720,26357,Nagaraj Reddy,45.0,13.0,1.0,46.0,1
28721,26358,Kiran Bhat,34.0,,1.0,29.0,1
28722,26359,Nagamma Swamy,32.0,17.0,1.0,,2
28723,26360,Lokesh Desai,36.0,,,,1
28724,26361,Vijay Murthy,35.0,3.0,1.0,,1
28725,26362,Shivakumar Murthy,52.0,13.0,1.0,,1
28726,26363,Rekha Angadi,31.0,7.0,1.0,46.0,2
28727,26364,Kavitha Rao,38.0,5.0,2.0,6.0,2
28728,26365,Syed Rao,38.0,6.0,1.0,4.0,1
28729,26366,Suma Sheikh,25.0,25.0,1.0,35.0,2
28730,26366,Wilson Fernandes,31.0,9.0,1.0,22.0,1
28731,26367,Dinesh Pai,48.0,9.0,1.0,60.0,1
28732,26368,Basavaraj Kumar,44.0,13.0,1.0,,1
28733,26369,Bhagya Murthy,41.0,,1.0,,2
28734,26370,Lokesh Angadi,44.0,20.0,1.0,44.0,1
28735,26371,Kavitha Rao,37.0,13.0,1.0,,2
28736,26372,Vijay Pai,23.0,6.0,,39.0,1
28737,26373,Kiran Swamy,33.0,12.0,,19.0,1
28738,26374,Pushpa Shetty,26.0,15.0,1.0,,2
28739,26375,Syed Rao,51.0,22.0,1.0,57.0,1
28740,26375,Wilson Pai,46.0,23.0,1.0,,1
28741,26376,Ramesh Nayaka,49.0,11.0,1.0,,1
28742,26377,Ayesha Naik,25.0,,1.0,38.0,2
28743,26378,Ayesha Banakar,34.0,11.0,1.0,60.0,2
28744,26379,Naveen Reddy,38.0,,,29.0,1
28745,26380,Irfan Achari,41.0,16.0,1.0,10.0,1
28746,26381,Savitha Angadi,32.0,,2.0,52.0,2
28747,26382,Geetha Desai,44.0,,1.0,,2
28748,26383,Sunitha Achari,36.0,25.0,1.0,,2
28749,26384,Rekha Rao,49.0,5.0,2.0,,2
28750,26385,Pallavi Angadi,18.0,20.0,4.0,,2
28751,26386,Umesh Achari,42.0,,1.0,27.0,1
28752,26387,Joseph Pai,57.0,2.0,1.0,28.0,1
28753,26388,Radha Patil,50.0,20.0,1.0,39.0,2
28754,26389,Chetan D'Souza,33.0,5.0,,37.0,1
28755,26390,Savitha Achari,,9.0,2.0,46.0,2
28756,26391,Nagamma Desai,,2.0,1.0,,2
28757,26392,Asha Biradar,57.0,9.0,,,2
28758,26393,Kiran Nayaka,46.0,20.0,1.0,1.0,1
28759,26394,Venkatesh Reddy,,15.0,1.0,36.0,1
28760,26395,Manjunath D'Souza,51.0,6.0,2.0,11.0,1
28761,26396,Girish Naik,36.0,23.0,1.0,,1
28762,26397,Kiran Achari,38.0,25.0,1.0,,1
28763,26398,Harish Desai,56.0,3.0,1.0,,1
28764,26399,Suresh Naik,37.0,22.0,1.0,9.0,1
28765,26400,Irfan Murthy,34.0,22.0,1.0,17.0,1
28766,26401,Basavaraj Biradar,30.0,,1.0,12.0,1
28767,26402,Santosh Kumar,62.0,5.0,1.0,17.0,1
28768,26403,Selvi Sheikh,,15.0,1.0,29.0,2
28769,26404,Santosh Patil,49.0,23.0,1.0,19.0,1
28770,26405,Nagaraj Reddy,18.0,23.0,1.0,8.0,1
28771,26406,Mahesh Swamy,37.0,24.0,,19.0,1
28772,26407,Umesh Sheikh,38.0,15.0,1.0,58.0,1
28773,26408,Imran Naik,,8.0,1.0,,1
28774,26409,Pushpa Gowda,45.0,11.0,1.0,,2
28775,26410,Chetan Murthy,36.0,10.0,1.0,,1
28776,26411,Kiran Murthy,41.0,1.0,1.0,19.0,1
28777,26411,Naveen Sheikh,20.0,14.0,1.0,17.0,1
28778,26412,Srinivas Kumar,,17.0,1.0,46.0,1
28779,26412,Deepa Desai,46.0,9.0,1.0,,2
28780,26413,Mahesh Reddy,23.0,12.0,1.0,,1
28781,26414,Kiran Angadi,33.0,17.0,1.0,47.0,1
28782,26415,Prakash Gowda,19.0,21.0,,1.0,1
28783,26416,Mary Rao,44.0,19.0,1.0,13.0,2
28784,26417,Harish Nayaka,55.0,15.0,1.0,,1
28785,26418,Anitha Gowda,47.0,,,25.0,2
28786,26419,Radha Sheikh,34.0,20.0,1.0,5.0,2
28787,26420,Wilson Khan,47.0,1.0,1.0,17.0,1
28788,26421,Joseph Patil,56.0,19.0,1.0,2.0,1
28789,26422,Manjunath Biradar,24.0,12.0,1.0,,1
28790,26423,Praveen Patil,23.0,,,21.0,1
28791,26424,Asha Banakar,38.0,12.0,3.0,23.0,2
28792,26425,Praveen Biradar,34.0,19.0,2.0,,1
28793,26425,Ayesha D'Souza,18.0,,1.0,43.0,2
28794,26425,Selvi Gowda,43.0,10.0,3.0,12.0,2
28795,26426,Joseph Fernandes,28.0,20.0,1.0,17.0,1
28796,26427,Kavitha Nayaka,30.0,25.0,,48.0,2
28797,26428,Shivakumar Reddy,27.0,,1.0,,1
28798,26429,Naveen Sheikh,48.0,6.0,1.0,10.0,1
28799,26430,Raghavendra Patil,31.0,19.0,1.0,,1
28800,26430,Savitha Nayaka,42.0,7.0,1.0,25.0,2
28801,26431,Dinesh Nayaka,38.0,21.0,1.0,,1
28802,26432,Deepa Nayaka,37.0,,2.0,,2
28803,26433,Syed Hegde,44.0,2.0,1.0,,1
28804,26434,Anitha Kulkarni,58.0,18.0,2.0,35.0,2
28805,26435,Fathima Banakar,25.0,14.0,1.0,22.0,2
28806,26436,Abdul Fernandes,29.0,8.0,1.0,50.0,1
28807,26437,Pushpa Khan,52.0,19.0,,,2
28808,26438,Anil Naik,28.0,21.0,1.0,34.0,1
28809,26439,Naveen Angadi,20.0,22.0,1.0,,1
28810,26439,Asha Gowda,18.0,19.0,1.0,,2
28811,26440,Selvi Sheikh,19.0,7.0,1.0,6.0,2
28812,26441,Imran Biradar,49.0,9.0,1.0,,1
28813,26442,Anil Bhat,35.0,21.0,2.0,24.0,1
28814,26443,Chetan Desai,,5.0,1.0,17.0,1
28815,26444,Naveen Kulkarni,31.0,4.0,1.0,44.0,1
28816,26445,Wilson Poojari,41.0,19.0,1.0,,1
28817,26446,Pushpa Kumar,47.0,16.0,,16.0,2
28818,26446,Basavaraj Reddy,25.0,7.0,3.0,60.0,1
28819,26447,Prakash Kulkarni,39.0,6.0,1.0,,1
28820,26448,Mohammed Rao,30.0,24.0,1.0,57.0,1
28821,26449,Abdul Naik,,21.0,1.0,60.0,1
28822,26450,Bhagya Kulkarni,35.0,12.0,1.0,,2
28823,26451,Dinesh Poojari,,21.0,,4.0,1
28824,26452,Santosh Desai,55.0,18.0,1.0,,1
28825,26453,Geetha Nayaka,46.0,,1.0,34.0,2
28826,26454,Wilson Patil,24.0,,1.0,29.0,1
28827,26455,Girish Nayaka,,20.0,1.0,44.0,1
28828,26456,Pushpa Angadi,37.0,24.0,1.0,,2
28829,26457,Imran Shetty,52.0,8.0,1.0,50.0,1
28830,26457,Asha Poojari,18.0,1.0,1.0,39.0,2
28831,26458,Praveen Shetty,21.0,9.0,2.0,9.0,1
28832,26459,Sunitha Banakar,47.0,14.0,,,2
28833,26460,Joseph Poojari,53.0,20.0,2.0,35.0,1
28834,26460,Wilson Sheikh,46.0,8.0,1.0,6.0,1
28835,26461,Kiran D'Souza,47.0,24.0,1.0,28.0,1
28836,26462,Pushpa Rao,,,1.0,42.0,2
28837,26463,Ayesha Desai,53.0,21.0,,3.0,2
28838,26464,Irfan Nayaka,28.0,14.0,1.0,,1
28839,26465,Syed Shetty,36.0,4.0,2.0,30.0,1
28840,26466,Kavitha Pai,18.0,20.0,,7.0,2
28841,26466,Chetan Poojari,35.0,19.0,1.0,56.0,1
28842,26467,Radha Naik,44.0,,1.0,28.0,2
28843,26468,Shivakumar Bhat,27.0,23.0,2.0,,1
28844,26469,Syed Biradar,50.0,17.0,2.0,45.0,1
28845,26470,Prakash Patil,40.0,23.0,1.0,12.0,1
28846,26471,Hanumantha Naik,18.0,,2.0,51.0,1
28847,26471,Raghavendra Banakar,31.0,,,,1
28848,26471,Dinesh Swamy,23.0,24.0,2.0,3.0,1
28849,26472,Irfan Rao,22.0,9.0,,27.0,1
28850,26473,Dinesh Angadi,35.0,13.0,2.0,24.0,1
28851,26474,Mahesh Banakar,30.0,7.0,1.0,23.0,1
28852,26475,Syed Biradar,41.0,,2.0,46.0,1
28853,26476,Nagaraj Bhat,,24.0,1.0,41.0,1
28854,26477,Praveen D'Souza,22.0,19.0,3.0,59.0,1
28855,26478,Selvi D'Souza,45.0,23.0,,25.0,2
28856,26478,Basavaraj Fernandes,55.0,6.0,1.0,47.0,1
28857,26479,Anitha Murthy,37.0,,,30.0,2
28858,26480,Bhagya Kulkarni,31.0,17.0,1.0,36.0,2
28859,26481,Kiran Poojari,41.0,,1.0,47.0,1
28860,26482,Joseph Reddy,50.0,2.0,1.0,47.0,1
28861,26483,Umesh Banakar,38.0,8.0,1.0,,1
28862,26484,Suresh Angadi,31.0,12.0,,12.0,1
28863,26484,Lokesh Pai,65.0,10.0,1.0,58.0,1
28864,26485,Asha Hegde,24.0,5.0,1.0,,2
28865,26486,Manjunath Achari,36.0,17.0,1.0,27.0,1
28866,26487,Manjunath D'Souza,25.0,1.0,2.0,54.0,1
28867,26488,Anthony Banakar,52.0,21.0,,,1
28868,26489,Manjula Banakar,27.0,24.0,,59.0,2
28869,26490,Manjula Murthy,,12.0,,11.0,2
28870,26491,Manjunath Poojari,22.0,14.0,,58.0,1
28871,26492,Vijay Reddy,22.0,17.0,1.0,5.0,1
28872,26493,Wilson Hegde,28.0,14.0,2.0,15.0,1
28873,26494,Anthony Khan,71.0,18.0,1.0,,1
28874,26495,Santosh Nayaka,33.0,,2.0,7.0,1
28875,26496,Mahesh Nayaka,,4.0,1.0,59.0,1
28876,26497,Syed Banakar,30.0,11.0,3.0,,1
28877,26498,Anthony Reddy,37.0,15.0,1.0,47.0,1
28878,26499,Raghavendra Naik,55.0,8.0,1.0,,1
28879,26500,Prakash Sheikh,,23.0,1.0,,1
28880,26501,Wilson Murthy,,2.0,1.0,,1
28881,26502,Santosh Nayaka,,11.0,1.0,,1
28882,26503,Imran Patil,39.0,18.0,1.0,14.0,1
28883,26504,Girish Shetty,53.0,,1.0,59.0,1
