EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
4758,4,306,1,7,KGID0004758,Basavaraj Murthy,1988-02-11,1,6.0,0,2013-06-01
4759,4,306,3,9,KGID0004759,Hanumantha Angadi,1975-02-16,1,5.0,0,1998-06-01
4760,4,306,1,4,KGID0004760,Harish Khan,1981-08-09,1,1.0,0,2005-06-01
4761,4,306,3,4,KGID0004761,Anthony Bhat,1972-09-14,1,3.0,0,1995-06-01
4762,4,306,2,4,KGID0004762,Venkatesh Pai,1994-09-24,1,,0,2020-06-01
4763,4,306,1,4,KGID0004763,Suresh Sheikh,1994-12-01,1,5.0,0,2015-06-01
4764,4,307,2,10,KGID0004764,Lokesh Kulkarni,1992-12-01,1,3.0,0,2015-06-01
4765,4,307,1,4,KGID0004765,Imran Khan,1997-07-21,1,,0,2021-06-01
4766,4,307,4,3,KGID0004766,Raghavendra Kumar,1977-08-23,1,,0,2001-06-01
4767,4,307,2,2,KGID0004767,Harish Gowda,1973-09-26,1,6.0,0,1998-06-01
4768,4,307,3,2,KGID0004768,Syed Desai,1995-01-26,1,4.0,0,2019-06-01
4769,4,307,1,7,KGID0004769,Joseph Angadi,2000-06-13,1,5.0,0,2024-06-01
4770,4,307,1,1,KGID0004770,Anil Biradar,1983-09-24,1,4.0,0,2006-06-01
4771,4,307,3,8,KGID0004771,Prakash Angadi,1978-05-26,1,7.0,0,2000-06-01
4772,4,307,4,5,KGID0004772,Ramesh Swamy,1984-03-23,1,5.0,0,2009-06-01
4773,4,307,7,5,KGID0004773,Suresh Reddy,1993-11-24,1,4.0,1,2017-06-01
4774,4,307,5,8,KGID0004774,Mahesh Sheikh,1981-02-22,1,7.0,0,2008-06-01
4775,4,307,1,2,KGID0004775,Syed Angadi,1989-01-22,1,6.0,0,2017-06-01
4776,4,307,4,1,KGID0004776,Chetan Gowda,1999-08-07,1,2.0,0,2026-06-01
4777,4,307,3,5,KGID0004777,Srinivas Khan,2000-09-19,1,1.0,0,2022-06-01
4778,4,307,2,9,KGID0004778,Ramesh Patil,1970-04-07,1,2.0,0,1994-06-01
4779,4,308,1,5,KGID0004779,Vijay Sheikh,1973-06-16,1,5.0,0,1995-06-01
4780,4,308,2,6,KGID0004780,Basavaraj Shetty,1983-09-23,1,2.0,0,2008-06-01
4781,4,308,4,10,KGID0004781,Vijay Biradar,1983-08-26,1,6.0,0,2008-06-01
4782,4,308,2,1,KGID0004782,Vijay Fernandes,1990-12-24,1,1.0,0,2012-06-01
4783,4,308,1,9,KGID0004783,Praveen Murthy,1992-12-27,1,5.0,0,2013-06-01
4784,4,308,3,8,KGID0004784,Manjunath Reddy,1983-09-23,1,6.0,0,2006-06-01
4785,4,308,1,6,KGID0004785,Shivakumar Kulkarni,1972-06-10,1,4.0,0,1998-06-01
4786,4,308,2,9,KGID0004786,Savitha Nayaka,1978-06-22,2,6.0,0,2002-06-01
4787,4,308,4,4,KGID0004787,Girish Banakar,1995-05-11,1,1.0,0,2017-06-01
4788,4,308,1,3,KGID0004788,Mahesh Kulkarni,1986-04-11,1,1.0,0,2013-06-01
4789,4,308,1,6,KGID0004789,Joseph Biradar,1991-02-07,1,4.0,0,2016-06-01
4790,4,308,2,1,KGID0004790,Manjunath Rao,1982-06-11,1,1.0,0,2005-06-01
4791,4,308,1,8,KGID0004791,Abdul Swamy,1974-11-25,1,,0,1998-06-01
4792,4,308,1,7,KGID0004792,Raghavendra Desai,1990-02-02,1,1.0,0,2013-06-01
4793,4,308,6,8,KGID0004793,Kiran Gowda,1975-04-04,1,3.0,0,2000-06-01
4794,4,308,2,4,KGID0004794,Lokesh Fernandes,1993-05-10,1,3.0,0,2016-06-01
4795,4,308,2,8,KGID0004795,Vijay Desai,1972-07-25,1,6.0,0,1994-06-01
4796,4,308,5,8,KGID0004796,Harish Naik,1998-03-27,1,3.0,0,2025-06-01
4797,4,308,4,5,KGID0004797,Syed Fernandes,1973-03-09,1,4.0,0,1998-06-01
4798,4,308,1,5,KGID0004798,Mahesh Fernandes,1998-08-09,1,,0,2023-06-01
4799,4,309,2,3,KGID0004799,Raghavendra Fernandes,1973-10-12,1,,0,1994-06-01
4800,4,309,4,1,KGID0004800,Girish Poojari,1975-02-11,1,,0,2000-06-01
4801,4,309,1,6,KGID0004801,Mohammed Murthy,1973-11-17,1,3.0,0,1996-06-01
4802,4,309,4,5,KGID0004802,Anitha Bhat,1971-10-08,2,8.0,0,1996-06-01
4803,4,309,1,9,KGID0004803,Sunitha Biradar,1995-07-07,2,,0,2020-06-01
4804,4,309,1,5,KGID0004804,Shivakumar Patil,1995-07-15,1,2.0,0,2018-06-01
4805,4,309,2,4,KGID0004805,Mahesh Gowda,1992-10-23,1,7.0,0,2016-06-01
4806,4,309,1,4,KGID0004806,Harish Shetty,1984-10-16,1,5.0,0,2008-06-01
4807,4,309,1,4,KGID0004807,Umesh Poojari,1972-12-26,1,4.0,0,1995-06-01
4808,4,309,3,2,KGID0004808,Nagaraj Hegde,1980-05-13,1,5.0,0,2003-06-01
4809,4,309,2,3,KGID0004809,Hanumantha Banakar,1992-07-02,1,4.0,0,2016-06-01
4810,4,309,2,4,KGID0004810,Prakash Sheikh,1988-02-19,1,2.0,0,2016-06-01
4811,4,309,3,5,KGID0004811,Imran Bhat,1992-10-01,1,8.0,0,2019-06-01
4812,4,310,1,4,KGID0004812,Umesh Hegde,1983-10-23,1,1.0,0,2005-06-01
4813,4,310,1,4,KGID0004813,Mohammed Achari,1979-09-24,1,,0,2006-06-01
4814,4,310,2,3,KGID0004814,Nagaraj Reddy,1972-04-20,1,3.0,0,1999-06-01
4815,4,310,1,2,KGID0004815,Hanumantha Banakar,1977-03-15,1,1.0,0,1999-06-01
4816,4,310,1,7,KGID0004816,Ramesh Reddy,1996-05-06,1,4.0,0,2020-06-01
4817,4,310,1,8,KGID0004817,Chetan Kulkarni,1998-09-25,1,,0,2022-06-01
4818,4,310,2,1,KGID0004818,Wilson Desai,1993-11-15,1,1.0,0,2015-06-01
4819,4,310,1,5,KGID0004819,Geetha Banakar,1991-02-03,2,4.0,0,2016-06-01
4820,4,310,1,2,KGID0004820,Joseph Shetty,1979-08-01,1,6.0,0,2005-06-01
4821,4,310,2,6,KGID0004821,Venkatesh Banakar,1998-07-26,1,8.0,0,2022-06-01
4822,4,310,1,8,KGID0004822,Mahesh Achari,1995-02-21,1,8.0,0,2016-06-01
4823,4,310,1,7,KGID0004823,Anil Bhat,1991-11-24,1,3.0,0,2016-06-01
4824,4,310,1,5,KGID0004824,Dinesh Shetty,1975-01-11,1,7.0,0,2001-06-01
4825,4,310,3,2,KGID0004825,Santosh Achari,1999-12-16,1,8.0,0,2022-06-01
4826,4,310,1,8,KGID0004826,Prakash Swamy,1999-04-13,1,4.0,0,2024-06-01
4827,4,310,5,9,KGID0004827,Lakshmi Achari,1985-01-21,2,,0,2010-06-01
4828,4,310,1,2,KGID0004828,Anil Angadi,1982-03-04,1,7.0,0,2003-06-01
4829,4,310,1,4,KGID0004829,Harish Murthy,1977-02-25,1,1.0,0,2002-06-01
4830,4,310,4,10,KGID0004830,Bhagya Shetty,1972-09-27,2,1.0,0,1999-06-01
4831,4,310,1,4,KGID0004831,Harish Desai,1975-03-22,1,4.0,0,1997-06-01
4832,4,310,4,1,KGID0004832,Hanumantha Kumar,1976-05-05,1,4.0,0,1997-06-01
4833,4,310,1,8,KGID0004833,Shivakumar Sheikh,1981-01-09,1,4.0,0,2009-06-01
4834,4,310,1,8,KGID0004834,Asha D'Souza,1975-08-24,2,3.0,0,2000-06-01
4835,4,310,6,5,KGID0004835,Wilson Swamy,1994-07-07,1,8.0,0,2021-06-01
4836,4,311,1,1,KGID0004836,Girish Swamy,2000-09-12,1,,0,2027-06-01
4837,4,311,1,8,KGID0004837,Manjunath Sheikh,1985-07-22,1,5.0,0,2009-06-01
4838,4,311,1,6,KGID0004838,Vijay Kumar,1979-08-02,1,8.0,0,2001-06-01
4839,4,311,3,6,KGID0004839,Shivakumar Shetty,2000-03-09,1,8.0,0,2023-06-01
4840,4,311,1,7,KGID0004840,Chetan Patil,1977-08-20,1,5.0,0,2000-06-01
4841,4,311,4,6,KGID0004841,Suresh Reddy,2000-04-24,1,3.0,0,2022-06-01
4842,4,311,1,10,KGID0004842,Harish Fernandes,1976-10-07,1,,0,2002-06-01
4843,4,311,2,8,KGID0004843,Venkatesh Desai,1984-01-06,1,3.0,0,2008-06-01
4844,4,311,6,1,KGID0004844,Santosh Reddy,2000-04-26,1,,0,2023-06-01
4845,4,311,6,8,KGID0004845,Imran Desai,1992-11-25,1,7.0,0,2016-06-01
4846,4,311,1,5,KGID0004846,Wilson Desai,1998-12-11,1,6.0,0,2019-06-01
4847,4,311,7,1,KGID0004847,Joseph D'Souza,1997-02-06,1,4.0,0,2018-06-01
4848,4,311,4,8,KGID0004848,Mahesh Reddy,1976-02-17,1,2.0,0,1997-06-01
4849,4,311,6,1,KGID0004849,Suresh Swamy,1989-05-07,1,,0,2015-06-01
4850,4,311,3,5,KGID0004850,Anil Pai,1996-08-22,1,,0,2023-06-01
4851,4,311,1,4,KGID0004851,Suma Biradar,1990-10-15,2,2.0,0,2017-06-01
4852,4,312,1,4,KGID0004852,Raghavendra Shetty,1969-10-12,1,3.0,0,1991-06-01
4853,4,312,1,10,KGID0004853,Kiran Hegde,1992-08-23,1,5.0,0,2013-06-01
4854,4,312,12,3,KGID0004854,Girish Desai,1981-08-01,1,8.0,0,2002-06-01
4855,4,312,4,3,KGID0004855,Kiran Hegde,1983-04-24,1,5.0,0,2011-06-01
4856,4,312,1,7,KGID0004856,Santosh D'Souza,1990-10-10,1,8.0,0,2015-06-01
4857,4,312,4,8,KGID0004857,Irfan Khan,1982-04-15,1,4.0,0,2003-06-01
4858,4,312,1,1,KGID0004858,Girish Shetty,1997-04-13,1,,0,2018-06-01
4859,4,312,4,4,KGID0004859,Venkatesh Patil,1992-11-07,1,1.0,0,2013-06-01
4860,4,313,4,8,KGID0004860,Girish Gowda,1980-11-21,1,3.0,0,2005-06-01
4861,4,313,4,4,KGID0004861,Vijay Sheikh,1984-09-05,1,8.0,0,2011-06-01
4862,4,313,6,7,KGID0004862,Mahesh Gowda,1987-11-22,1,4.0,0,2009-06-01
4863,4,313,1,7,KGID0004863,Kiran Nayaka,1993-12-24,1,4.0,0,2015-06-01
4864,4,313,1,4,KGID0004864,Srinivas Swamy,1990-07-24,1,1.0,0,2014-06-01
4865,4,313,1,6,KGID0004865,Dinesh Swamy,2000-09-16,1,,0,2022-06-01
4866,4,313,4,3,KGID0004866,Naveen Reddy,1987-04-10,1,,0,2014-06-01
4867,4,313,4,4,KGID0004867,Manjunath Biradar,1970-12-25,1,7.0,0,1991-06-01
4868,4,313,1,6,KGID0004868,Ramesh Pai,2000-04-24,1,5.0,0,2022-06-01
4869,4,313,1,5,KGID0004869,Umesh Pai,1982-04-26,1,3.0,0,2005-06-01
4870,4,313,1,5,KGID0004870,Raghavendra Achari,1985-01-12,1,8.0,0,2010-06-01
4871,4,313,1,8,KGID0004871,Syed D'Souza,1972-07-07,1,5.0,0,1993-06-01
4872,4,313,8,8,KGID0004872,Joseph Angadi,1969-06-03,1,3.0,0,1990-06-01
4873,4,313,1,2,KGID0004873,Wilson Shetty,1990-01-16,1,4.0,0,2015-06-01
4874,4,313,1,4,KGID0004874,Santosh Swamy,1993-06-07,1,8.0,0,2015-06-01
4875,4,313,4,6,KGID0004875,Nagaraj Banakar,1987-12-15,1,2.0,0,2010-06-01
4876,4,313,5,3,KGID0004876,Mahesh Desai,1975-05-18,1,2.0,0,2001-06-01
4877,4,313,1,5,KGID0004877,Mohammed Khan,1990-06-23,1,2.0,0,2011-06-01
4878,4,314,5,8,KGID0004878,Anthony D'Souza,1994-02-03,1,2.0,0,2015-06-01
4879,4,314,2,2,KGID0004879,Basavaraj Pai,1993-10-08,1,3.0,0,2015-06-01
4880,4,314,2,8,KGID0004880,Shivakumar D'Souza,1978-02-17,1,4.0,1,2006-06-01
4881,4,314,1,2,KGID0004881,Praveen Achari,1977-09-08,1,8.0,0,2003-06-01
4882,4,314,2,3,KGID0004882,Naveen Rao,2000-11-07,1,2.0,0,2024-06-01
4883,4,314,1,2,KGID0004883,Lokesh Murthy,1968-12-25,1,5.0,0,1991-06-01
4884,4,314,1,10,KGID0004884,Vijay Fernandes,1975-02-18,1,7.0,0,1996-06-01
4885,4,314,1,8,KGID0004885,Pallavi Biradar,1971-04-11,2,5.0,0,1993-06-01
4886,4,314,1,6,KGID0004886,Lokesh Biradar,1969-07-15,1,,0,1997-06-01
4887,4,314,1,9,KGID0004887,Abdul Kumar,1975-09-09,1,3.0,0,2001-06-01
4888,4,314,3,4,KGID0004888,Ramesh Pai,1995-03-17,1,,0,2017-06-01
4889,4,314,1,10,KGID0004889,Kiran Poojari,1984-10-19,1,7.0,0,2007-06-01
4890,4,314,3,6,KGID0004890,Dinesh Angadi,1997-06-02,1,8.0,0,2019-06-01
4891,4,314,1,8,KGID0004891,Imran D'Souza,1977-05-19,1,8.0,0,2005-06-01
4892,4,314,6,6,KGID0004892,Irfan Murthy,1987-12-13,1,8.0,0,2009-06-01
4893,4,314,1,8,KGID0004893,Ramesh Angadi,1998-10-07,1,8.0,0,2020-06-01
4894,4,314,1,1,KGID0004894,Mohammed Achari,1992-04-12,1,,0,2018-06-01
4895,4,315,5,4,KGID0004895,Girish Rao,1990-12-23,1,1.0,0,2015-06-01
4896,4,315,2,1,KGID0004896,Joseph Reddy,1979-07-16,1,,0,2005-06-01
4897,4,315,2,3,KGID0004897,Anil Achari,1973-05-20,1,5.0,0,1996-06-01
4898,4,315,1,5,KGID0004898,Santosh Shetty,1996-08-21,1,8.0,0,2024-06-01
4899,4,315,4,2,KGID0004899,Umesh Rao,1995-10-22,1,5.0,0,2016-06-01
4900,4,315,3,9,KGID0004900,Vijay Sheikh,1973-12-23,1,6.0,0,2000-06-01
4901,4,315,1,5,KGID0004901,Umesh Sheikh,1979-04-06,1,3.0,0,2003-06-01
4902,4,315,5,9,KGID0004902,Raghavendra Poojari,1972-04-19,1,1.0,0,1994-06-01
4903,4,315,2,6,KGID0004903,Pushpa D'Souza,1973-02-03,2,2.0,0,1997-06-01
4904,4,315,4,9,KGID0004904,Lokesh Nayaka,1975-02-09,1,6.0,0,2000-06-01
4905,4,315,2,4,KGID0004905,Imran Shetty,1969-11-11,1,3.0,0,1991-06-01
4906,4,315,2,4,KGID0004906,Imran Gowda,1973-03-18,1,6.0,0,1996-06-01
4907,4,315,2,8,KGID0004907,Harish Swamy,1984-11-06,1,7.0,0,2007-06-01
4908,4,315,1,7,KGID0004908,Anil Sheikh,1989-04-05,1,1.0,0,2011-06-01
4909,4,315,10,10,KGID0004909,Kiran Biradar,1971-06-10,1,1.0,0,1992-06-01
4910,4,315,2,10,KGID0004910,Raghavendra Achari,1972-09-09,1,3.0,0,1997-06-01
4911,4,315,1,1,KGID0004911,Naveen Reddy,1984-01-03,1,,0,2009-06-01
4912,4,315,2,8,KGID0004912,Anil Gowda,1974-10-02,1,4.0,0,2002-06-01
4913,4,315,5,4,KGID0004913,Ramesh Khan,1984-05-03,1,4.0,0,2012-06-01
4914,4,315,4,6,KGID0004914,Kavitha Patil,1984-01-24,2,7.0,0,2010-06-01
4915,4,315,1,10,KGID0004915,Umesh Kulkarni,1987-07-22,1,4.0,0,2008-06-01
4916,4,315,2,3,KGID0004916,Abdul Angadi,1975-07-23,1,4.0,0,2003-06-01
4917,4,315,4,5,KGID0004917,Basavaraj Bhat,1996-03-10,1,5.0,1,2017-06-01
4918,4,316,6,4,KGID0004918,Irfan Pai,1985-01-24,1,7.0,0,2010-06-01
4919,4,316,2,8,KGID0004919,Hanumantha Kulkarni,1969-03-08,1,,0,1997-06-01
4920,4,316,3,6,KGID0004920,Ramesh Gowda,1982-03-18,1,8.0,0,2005-06-01
4921,4,316,4,8,KGID0004921,Praveen Bhat,1996-11-04,1,6.0,0,2019-06-01
4922,4,316,1,3,KGID0004922,Vijay Pai,1981-06-19,1,,0,2004-06-01
4923,4,316,1,4,KGID0004923,Vijay Kumar,1987-08-03,1,2.0,0,2013-06-01
4924,4,316,5,5,KGID0004924,Prakash Patil,1992-04-24,1,1.0,0,2020-06-01
4925,4,316,4,8,KGID0004925,Abdul Naik,1971-12-27,1,5.0,0,1996-06-01
4926,4,316,1,8,KGID0004926,Suma Sheikh,1991-12-16,2,1.0,0,2016-06-01
4927,4,316,2,4,KGID0004927,Umesh Nayaka,1982-02-27,1,2.0,0,2009-06-01
4928,4,316,1,9,KGID0004928,Imran Biradar,1982-09-23,1,2.0,0,2003-06-01
4929,4,316,1,5,KGID0004929,Naveen Shetty,1993-07-18,1,2.0,0,2019-06-01
4930,4,316,5,2,KGID0004930,Santosh Gowda,1973-04-06,1,2.0,0,2001-06-01
4931,4,316,1,8,KGID0004931,Manjunath Banakar,1968-04-12,1,7.0,0,1989-06-01
4932,4,316,1,6,KGID0004932,Manjunath Shetty,1993-01-07,1,3.0,0,2014-06-01
4933,4,316,8,7,KGID0004933,Venkatesh Rao,1968-11-18,1,4.0,0,1992-06-01
4934,4,316,3,9,KGID0004934,Mohammed Patil,1970-05-23,1,3.0,0,1994-06-01
4935,4,316,2,1,KGID0004935,Mahesh Biradar,1999-09-24,1,,0,2020-06-01
4936,4,316,5,4,KGID0004936,Naveen Sheikh,1989-01-16,1,1.0,0,2010-06-01
4937,4,316,1,5,KGID0004937,Lokesh Achari,1976-12-06,1,2.0,0,1999-06-01
4938,4,316,5,1,KGID0004938,Harish Bhat,1986-11-04,1,8.0,0,2014-06-01
4939,4,316,2,4,KGID0004939,Hanumantha D'Souza,1997-11-04,1,2.0,0,2019-06-01
4940,4,316,6,6,KGID0004940,Savitha Reddy,1980-07-24,2,4.0,0,2001-06-01
4941,4,316,1,10,KGID0004941,Asha Desai,1968-01-24,2,8.0,0,1994-06-01
4942,4,317,1,8,KGID0004942,Srinivas Nayaka,1976-04-27,1,7.0,0,2001-06-01
4943,4,317,1,10,KGID0004943,Wilson Rao,1982-02-09,1,4.0,0,2008-06-01
4944,4,317,4,4,KGID0004944,Kavitha Banakar,1990-08-18,2,2.0,0,2018-06-01
4945,4,317,2,7,KGID0004945,Srinivas Banakar,1986-02-22,1,1.0,0,2014-06-01
4946,4,317,1,6,KGID0004946,Srinivas Khan,1993-05-09,1,2.0,0,2016-06-01
4947,4,317,1,3,KGID0004947,Hanumantha Pai,1983-02-15,1,3.0,0,2007-06-01
4948,4,317,1,7,KGID0004948,Srinivas Fernandes,1978-12-06,1,,0,2003-06-01
4949,4,317,4,1,KGID0004949,Harish Poojari,1988-03-08,1,5.0,0,2009-06-01
4950,4,317,1,2,KGID0004950,Harish Gowda,1978-01-25,1,3.0,0,2001-06-01
4951,4,317,3,8,KGID0004951,Shivakumar Poojari,1995-06-24,1,1.0,0,2021-06-01
4952,4,317,2,9,KGID0004952,Naveen Banakar,1990-11-04,1,,0,2012-06-01
4953,4,317,1,7,KGID0004953,Kavitha Sheikh,1994-11-20,2,,0,2015-06-01
4954,4,317,3,9,KGID0004954,Mohammed Fernandes,1994-09-07,1,1.0,0,2020-06-01
4955,4,317,1,9,KGID0004955,Nagaraj Rao,1980-02-02,1,8.0,0,2004-06-01
4956,4,317,1,2,KGID0004956,Mahesh Desai,1968-08-22,1,3.0,0,1996-06-01
4957,4,317,1,5,KGID0004957,Suresh Hegde,1994-12-26,1,3.0,0,2020-06-01
4958,4,317,5,8,KGID0004958,Shivakumar Poojari,1979-03-23,1,4.0,0,2004-06-01
4959,4,317,3,8,KGID0004959,Prakash Poojari,1983-03-16,1,6.0,0,2009-06-01
4960,4,317,2,1,KGID0004960,Dinesh Gowda,1996-08-17,1,4.0,0,2019-06-01
4961,4,317,4,8,KGID0004961,Shivakumar Banakar,1984-08-24,1,5.0,0,2008-06-01
4962,4,318,3,10,KGID0004962,Santosh Sheikh,1988-08-07,1,1.0,0,2016-06-01
4963,4,318,2,10,KGID0004963,Srinivas Swamy,1972-07-24,1,8.0,0,2000-06-01
4964,4,318,1,9,KGID0004964,Srinivas Banakar,1984-10-10,1,4.0,0,2011-06-01
4965,4,318,2,6,KGID0004965,Anil Naik,1983-08-10,1,2.0,0,2011-06-01
4966,4,318,1,8,KGID0004966,Venkatesh Fernandes,1970-11-24,1,7.0,0,1995-06-01
4967,4,318,3,2,KGID0004967,Fathima Poojari,1969-11-07,2,7.0,0,1996-06-01
4968,4,318,1,7,KGID0004968,Geetha Desai,1998-04-14,2,2.0,0,2025-06-01
4969,4,318,2,2,KGID0004969,Prakash Hegde,1974-09-05,1,8.0,0,2002-06-01
4970,4,318,4,7,KGID0004970,Girish Patil,1990-03-22,1,3.0,0,2015-06-01
4971,4,318,1,5,KGID0004971,Venkatesh Bhat,1972-07-16,1,1.0,0,2000-06-01
4972,4,318,1,10,KGID0004972,Nagaraj D'Souza,1982-08-07,1,1.0,0,2010-06-01
4973,4,318,1,6,KGID0004973,Praveen Angadi,1986-01-06,1,3.0,0,2008-06-01
4974,4,318,4,6,KGID0004974,Fathima Murthy,1985-01-09,2,2.0,0,2008-06-01
4975,4,318,1,7,KGID0004975,Syed Kulkarni,1978-12-10,1,4.0,0,2000-06-01
4976,4,318,3,9,KGID0004976,Pallavi Poojari,1992-06-18,2,4.0,0,2013-06-01
4977,4,318,2,8,KGID0004977,Joseph Patil,1983-05-26,1,2.0,0,2011-06-01
4978,5,319,1,7,KGID0004978,Umesh Achari,1968-12-01,1,3.0,0,1992-06-01
4979,5,319,2,8,KGID0004979,Mohammed Angadi,1980-11-05,1,2.0,0,2005-06-01
4980,5,319,2,6,KGID0004980,Anil Sheikh,1999-11-12,1,3.0,0,2025-06-01
4981,5,319,1,6,KGID0004981,Deepa Banakar,1986-10-16,2,2.0,0,2010-06-01
4982,5,319,4,4,KGID0004982,Anil Bhat,1972-06-14,1,1.0,0,1994-06-01
4983,5,319,3,5,KGID0004983,Mahesh Pai,2000-07-18,1,,0,2022-06-01
4984,5,319,4,9,KGID0004984,Prakash Patil,1993-10-15,1,,0,2015-06-01
4985,5,320,3,9,KGID0004985,Divya Angadi,1982-10-06,2,5.0,0,2008-06-01
4986,5,320,1,5,KGID0004986,Praveen Pai,1984-09-19,1,7.0,0,2011-06-01
4987,5,320,3,1,KGID0004987,Srinivas Khan,1984-09-02,1,6.0,0,2006-06-01
4988,5,320,4,10,KGID0004988,Dinesh Bhat,1992-03-04,1,4.0,0,2019-06-01
4989,5,320,3,7,KGID0004989,Prakash Bhat,1990-02-08,1,5.0,0,2017-06-01
4990,5,320,2,3,KGID0004990,Praveen Nayaka,1974-01-07,1,7.0,0,1995-06-01
4991,5,320,1,1,KGID0004991,Chetan D'Souza,1975-07-25,1,4.0,0,1996-06-01
4992,5,321,1,5,KGID0004992,Ramesh Patil,1977-11-23,1,6.0,0,2000-06-01
4993,5,321,1,6,KGID0004993,Lokesh Kulkarni,1985-08-10,1,6.0,0,2006-06-01
4994,5,321,1,5,KGID0004994,Dinesh Khan,1984-05-22,1,4.0,0,2009-06-01
4995,5,321,1,3,KGID0004995,Umesh Pai,1976-09-18,1,3.0,0,2000-06-01
4996,5,321,1,5,KGID0004996,Raghavendra Angadi,1983-06-03,1,8.0,0,2005-06-01
4997,5,321,1,9,KGID0004997,Sunitha Angadi,1970-07-20,2,2.0,0,1991-06-01
4998,5,322,6,8,KGID0004998,Wilson Khan,1998-12-23,1,,0,2024-06-01
4999,5,322,1,5,KGID0004999,Deepa Angadi,1975-03-11,2,4.0,0,1998-06-01
5000,5,322,5,4,KGID0005000,Chetan Fernandes,1990-02-07,1,6.0,0,2018-06-01
5001,5,322,4,4,KGID0005001,Pallavi Hegde,1976-11-08,2,1.0,1,2000-06-01
5002,5,322,1,8,KGID0005002,Hanumantha Fernandes,1980-11-02,1,1.0,0,2008-06-01
5003,5,322,1,9,KGID0005003,Lokesh Patil,1999-04-09,1,8.0,0,2026-06-01
5004,5,322,6,3,KGID0005004,Radha Bhat,1980-09-25,2,5.0,0,2006-06-01
5005,5,322,1,8,KGID0005005,Girish Banakar,1977-01-18,1,1.0,0,2002-06-01
5006,5,322,1,7,KGID0005006,Mahesh Hegde,1989-08-04,1,7.0,0,2012-06-01
5007,5,323,1,9,KGID0005007,Prakash Pai,1972-12-16,1,8.0,0,1993-06-01
5008,5,323,1,1,KGID0005008,Joseph Desai,1975-02-14,1,2.0,0,1998-06-01
5009,5,323,1,10,KGID0005009,Girish Achari,1995-01-05,1,,0,2021-06-01
5010,5,323,3,7,KGID0005010,Harish D'Souza,1968-04-27,1,1.0,0,1992-06-01
5011,5,323,1,8,KGID0005011,Umesh D'Souza,1984-05-15,1,,0,2012-06-01
5012,5,323,2,2,KGID0005012,Geetha Banakar,1993-05-08,2,1.0,0,2020-06-01
5013,5,323,4,4,KGID0005013,Umesh D'Souza,1993-04-03,1,,0,2019-06-01
5014,5,323,4,6,KGID0005014,Irfan Achari,1981-01-24,1,,0,2008-06-01
5015,5,323,4,9,KGID0005015,Kiran Poojari,1993-12-24,1,6.0,0,2018-06-01
5016,5,324,7,2,KGID0005016,Prakash Achari,1969-02-05,1,3.0,0,1994-06-01
5017,5,324,1,6,KGID0005017,Lokesh D'Souza,1971-09-11,1,3.0,0,1997-06-01
5018,5,324,1,9,KGID0005018,Prakash Nayaka,1997-01-06,1,4.0,0,2018-06-01
5019,5,324,1,8,KGID0005019,Ayesha Kulkarni,1991-10-08,2,5.0,0,2019-06-01
5020,5,324,1,8,KGID0005020,Mohammed Nayaka,1975-01-03,1,4.0,0,1998-06-01
5021,5,324,2,1,KGID0005021,Anthony Fernandes,1996-08-03,1,7.0,0,2018-06-01
5022,5,324,4,3,KGID0005022,Basavaraj Kumar,1996-12-07,1,7.0,0,2022-06-01
5023,5,324,1,9,KGID0005023,Wilson Rao,1981-07-17,1,4.0,0,2008-06-01
5024,5,324,3,3,KGID0005024,Anthony Khan,1973-06-19,1,5.0,0,1994-06-01
5025,5,325,1,6,KGID0005025,Suma Rao,1982-03-22,2,1.0,1,2005-06-01
5026,5,325,3,1,KGID0005026,Srinivas Angadi,1989-08-07,1,1.0,0,2017-06-01
5027,5,325,2,6,KGID0005027,Wilson Sheikh,1997-01-27,1,5.0,0,2021-06-01
5028,5,325,1,2,KGID0005028,Santosh Angadi,1994-05-03,1,,0,2020-06-01
5029,5,325,4,1,KGID0005029,Umesh Kulkarni,1984-09-08,1,7.0,0,2012-06-01
5030,5,325,3,5,KGID0005030,Venkatesh Desai,1988-11-27,1,7.0,0,2009-06-01
5031,5,325,1,3,KGID0005031,Vijay Shetty,1993-10-05,1,7.0,0,2015-06-01
5032,5,326,1,2,KGID0005032,Suresh Murthy,1970-03-04,1,1.0,0,1996-06-01
5033,5,326,1,6,KGID0005033,Girish Reddy,1988-12-16,1,2.0,0,2014-06-01
5034,5,326,1,4,KGID0005034,Raghavendra Banakar,1980-01-05,1,,0,2002-06-01
5035,5,326,1,5,KGID0005035,Umesh Biradar,1971-12-12,1,,0,1992-06-01
5036,5,326,1,2,KGID0005036,Harish Naik,1976-12-14,1,8.0,0,2001-06-01
5037,5,326,5,10,KGID0005037,Dinesh Nayaka,1974-09-12,1,4.0,0,1995-06-01
5038,5,326,1,9,KGID0005038,Srinivas Naik,1973-12-23,1,1.0,0,1994-06-01
5039,5,326,1,10,KGID0005039,Vijay Shetty,1994-01-10,1,5.0,0,2015-06-01
5040,5,326,8,8,KGID0005040,Basavaraj Shetty,1999-06-22,1,,0,2022-06-01
5041,5,327,2,7,KGID0005041,Mary Gowda,1987-06-24,2,6.0,0,2012-06-01
