VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
29001,25609,Prakash Rao,29.0,1,1
29002,25610,Geetha Shetty,19.0,2,0
29003,25614,Pallavi Patil,10.0,2,0
29004,25615,Selvi Sheikh,14.0,2,0
29005,25616,Ayesha Fernandes,16.0,2,0
29006,25618,Mahesh Fernandes,23.0,1,0
29007,25619,Nagamma Shetty,43.0,2,0
29008,25620,Imran Desai,55.0,1,0
29009,25621,Anil Pai,28.0,1,0
29010,25622,Lakshmi Achari,21.0,2,0
29011,25623,Kavitha Achari,24.0,2,0
29012,25623,Kavitha Gowda,52.0,2,0
29013,25625,Abdul Fernandes,18.0,1,0
29014,25626,Ramesh Bhat,30.0,1,0
29015,25627,Santosh Nayaka,26.0,1,0
29016,25628,Dinesh Reddy,49.0,1,0
29017,25628,Imran Naik,52.0,1,0
29018,25629,Bhagya Pai,50.0,2,0
29019,25630,Kiran Patil,51.0,1,0
29020,25631,Unknown,,1,0
29021,25632,Wilson Kumar,54.0,1,0
29022,25633,Girish Kulkarni,26.0,1,0
29023,25633,Kiran Murthy,22.0,1,0
29024,25635,Umesh Kulkarni,45.0,1,0
29025,25636,Harish Banakar,29.0,1,0
29026,25637,Dinesh Pai,,1,0
29027,25639,Basavaraj Sheikh,5.0,1,0
29028,25640,Chetan Sheikh,,1,0
29029,25641,Wilson D'Souza,7.0,1,0
29030,25641,Umesh Patil,33.0,1,0
29031,25643,Kavitha Poojari,30.0,2,0
29032,25644,Deepa Achari,15.0,2,0
29033,25645,Pallavi Pai,33.0,2,0
29034,25646,Savitha Banakar,39.0,2,0
29035,25647,Raghavendra Desai,39.0,1,0
29036,25647,Asha Fernandes,40.0,2,0
29037,25648,Pallavi Rao,30.0,2,0
29038,25650,Anitha Achari,22.0,2,0
29039,25651,Ayesha Nayaka,33.0,2,0
29040,25651,Sunitha Fernandes,26.0,2,0
29041,25652,Asha Hegde,11.0,2,0
29042,25653,Lokesh Rao,24.0,1,0
29043,25654,Manjunath Hegde,26.0,1,0
29044,25655,Unknown,28.0,2,0
29045,25656,Rekha Nayaka,36.0,2,0
29046,25656,Deepa Khan,18.0,2,0
29047,25658,Mary Swamy,37.0,2,0
29048,25659,Irfan Reddy,,1,0
29049,25660,Fathima Rao,41.0,2,0
29050,25661,Pushpa Murthy,53.0,2,0
29051,25661,Syed Angadi,37.0,1,0
29052,25662,Lokesh Poojari,,1,0
29053,25663,Pallavi Rao,46.0,2,0
29054,25664,Kiran Patil,20.0,1,0
29055,25665,Ramesh Angadi,30.0,1,0
29056,25668,Radha Rao,5.0,2,0
29057,25669,Lokesh Swamy,17.0,1,0
29058,25670,Anthony Kulkarni,28.0,1,0
29059,25670,Chetan Hegde,34.0,1,0
29060,25670,Vijay Achari,23.0,1,0
29061,25671,Joseph Fernandes,41.0,1,0
29062,25672,Chetan Banakar,20.0,1,0
29063,25674,Shivakumar Rao,5.0,1,0
29064,25676,Prakash Hegde,16.0,1,0
29065,25677,Mahesh Sheikh,33.0,1,0
29066,25678,Lakshmi Murthy,29.0,2,0
29067,25678,Bhagya Nayaka,,2,0
29068,25679,Harish Murthy,50.0,1,0
29069,25680,Nagamma Sheikh,40.0,2,0
29070,25681,Unknown,32.0,2,0
29071,25682,Raghavendra Shetty,30.0,1,0
29072,25683,Kiran Nayaka,30.0,1,0
29073,25684,Girish Bhat,5.0,1,0
29074,25685,Shivakumar Banakar,39.0,1,0
29075,25686,Fathima Desai,44.0,2,0
29076,25687,Praveen Nayaka,29.0,1,0
29077,25688,Prakash Murthy,47.0,1,0
29078,25688,Pushpa D'Souza,,2,0
29079,25689,Anthony D'Souza,35.0,1,0
29080,25689,Chetan Pai,26.0,1,0
29081,25690,Suma Achari,33.0,2,0
29082,25692,Ramesh Poojari,39.0,1,0
29083,25693,Manjula Kumar,5.0,2,0
29084,25694,Geetha Khan,10.0,2,0
29085,25695,Lakshmi Patil,,2,0
29086,25695,Basavaraj Hegde,40.0,1,1
29087,25696,Basavaraj Bhat,40.0,1,0
29088,25697,Shobha Naik,28.0,2,0
29089,25698,Chetan Poojari,37.0,1,0
29090,25699,Santosh Rao,48.0,1,0
29091,25700,Mary Bhat,30.0,2,0
29092,25700,Wilson Shetty,33.0,1,0
29093,25701,Shivakumar Hegde,33.0,1,0
29094,25701,Geetha Patil,54.0,2,1
29095,25702,Vijay Patil,,1,0
29096,25703,Unknown,,1,0
29097,25704,Abdul Murthy,38.0,1,1
29098,25704,Manjunath Swamy,19.0,1,0
29099,25705,Syed Kulkarni,28.0,1,0
29100,25706,Suresh Poojari,24.0,1,0
29101,25707,Nagamma Kumar,30.0,2,1
29102,25708,Dinesh Swamy,36.0,1,0
29103,25709,Naveen D'Souza,40.0,1,0
29104,25710,Dinesh Desai,40.0,1,0
29105,25710,Praveen Fernandes,5.0,1,0
29106,25711,Ayesha Murthy,31.0,2,0
29107,25711,Savitha Kumar,20.0,2,0
29108,25712,Unknown,,2,0
29109,25713,Chetan Reddy,36.0,1,0
29110,25714,Deepa Khan,59.0,2,0
29111,25715,Praveen Pai,37.0,1,0
29112,25715,Mary Patil,39.0,2,0
29113,25716,Kavitha Rao,44.0,2,0
29114,25716,Sunitha Desai,49.0,2,0
29115,25717,Radha Reddy,44.0,2,0
29116,25717,Suresh Gowda,17.0,1,0
29117,25718,Santosh Desai,38.0,1,0
29118,25719,Mahesh Poojari,37.0,1,0
29119,25720,Prakash Desai,18.0,1,0
29120,25722,Suresh Khan,14.0,1,0
29121,25722,Radha Rao,44.0,2,0
29122,25724,Manjunath Rao,27.0,1,0
29123,25725,Anil D'Souza,43.0,1,0
29124,25725,Ayesha Naik,10.0,2,0
29125,25726,Unknown,39.0,1,0
29126,25728,Bhagya Pai,23.0,2,0
29127,25729,Irfan Kumar,46.0,1,0
29128,25729,Wilson Nayaka,28.0,1,0
29129,25730,Wilson Angadi,49.0,1,0
29130,25730,Fathima Reddy,52.0,2,0
29131,25731,Irfan Kumar,55.0,1,0
29132,25732,Imran Reddy,42.0,1,0
29133,25734,Kavitha Pai,43.0,2,0
29134,25736,Bhagya Murthy,35.0,2,0
29135,25737,Prakash D'Souza,45.0,1,0
29136,25738,Syed Shetty,,1,0
29137,25738,Imran D'Souza,32.0,1,0
29138,25739,Harish Achari,52.0,1,0
29139,25739,Mary Shetty,13.0,2,0
29140,25740,Unknown,,1,0
29141,25741,Naveen Poojari,16.0,1,0
29142,25742,Wilson Patil,44.0,1,0
29143,25743,Dinesh Bhat,,1,0
29144,25744,Fathima Banakar,51.0,2,0
29145,25745,Chetan Gowda,35.0,1,0
29146,25746,Bhagya Sheikh,46.0,2,0
29147,25747,Dinesh Angadi,31.0,1,0
29148,25749,Anil Pai,52.0,1,0
29149,25749,Anthony Reddy,23.0,1,0
29150,25750,Hanumantha Naik,33.0,1,0
29151,25751,Shobha Fernandes,21.0,2,0
29152,25752,Venkatesh Khan,36.0,1,0
29153,25753,Pushpa Gowda,,2,0
29154,25754,Geetha Bhat,32.0,2,0
29155,25755,Venkatesh Bhat,37.0,1,0
29156,25756,Ayesha Swamy,,2,0
29157,25757,Nagaraj Gowda,31.0,1,0
29158,25757,Selvi Murthy,45.0,2,0
29159,25758,Mahesh Banakar,18.0,1,0
29160,25759,Kiran D'Souza,,1,0
29161,25760,Mahesh Reddy,31.0,1,0
29162,25760,Shobha Hegde,,2,0
29163,25762,Savitha Kumar,25.0,2,0
29164,25763,Deepa Patil,12.0,2,0
29165,25763,Dinesh Sheikh,30.0,1,0
29166,25764,Venkatesh Desai,,1,0
29167,25765,Unknown,36.0,1,0
29168,25767,Geetha Biradar,40.0,2,0
29169,25768,Anitha Fernandes,37.0,2,0
29170,25769,Santosh Shetty,,1,0
29171,25770,Hanumantha Shetty,35.0,1,0
29172,25771,Joseph Bhat,33.0,1,0
29173,25771,Basavaraj Shetty,18.0,1,0
29174,25772,Girish Achari,33.0,1,0
29175,25772,Manjula Reddy,48.0,2,0
29176,25772,Joseph Murthy,61.0,1,0
29177,25773,Kiran Naik,31.0,1,0
29178,25775,Wilson Hegde,,1,0
29179,25776,Pallavi Achari,17.0,2,0
29180,25777,Unknown,39.0,2,0
29181,25778,Geetha Hegde,16.0,2,0
29182,25779,Anthony Bhat,36.0,1,0
29183,25780,Savitha Rao,,2,0
29184,25781,Nagaraj Bhat,51.0,1,0
29185,25782,Venkatesh Rao,26.0,1,0
29186,25783,Lokesh Poojari,33.0,1,0
29187,25784,Anil Biradar,36.0,1,0
29188,25784,Syed Poojari,23.0,1,0
29189,25785,Deepa Khan,28.0,2,0
29190,25786,Divya Murthy,,2,0
29191,25787,Praveen Desai,22.0,1,1
29192,25788,Anitha Desai,33.0,2,0
29193,25789,Raghavendra Desai,12.0,1,0
29194,25789,Shivakumar Sheikh,32.0,1,0
29195,25790,Raghavendra Poojari,36.0,1,0
29196,25791,Suma Naik,,2,0
29197,25792,Venkatesh Kumar,46.0,1,0
29198,25793,Anthony Banakar,25.0,1,0
29199,25794,Prakash Gowda,32.0,1,0
29200,25796,Unknown,,2,0
29201,25797,Shivakumar Khan,,1,0
29202,25798,Unknown,,1,0
29203,25799,Anil Bhat,38.0,1,0
29204,25800,Srinivas Kulkarni,31.0,1,0
29205,25801,Prakash Reddy,63.0,1,0
29206,25802,Anitha Banakar,60.0,2,0
29207,25803,Asha Rao,57.0,2,0
29208,25804,Anil Patil,,1,0
29209,25805,Abdul Angadi,16.0,1,0
29210,25805,Manjula D'Souza,22.0,2,0
29211,25806,Umesh Biradar,,1,0
29212,25807,Anitha Kumar,23.0,2,0
29213,25807,Shobha Khan,47.0,2,0
29214,25808,Kiran Swamy,32.0,1,0
29215,25809,Hanumantha Gowda,13.0,1,0
29216,25809,Divya Biradar,47.0,2,0
29217,25810,Hanumantha Biradar,14.0,1,1
29218,25811,Prakash Naik,15.0,1,0
29219,25812,Suresh Angadi,37.0,1,0
29220,25813,Vijay Nayaka,19.0,1,0
29221,25814,Syed Shetty,17.0,1,0
29222,25814,Naveen Banakar,,1,0
29223,25815,Suresh Poojari,12.0,1,0
29224,25816,Girish Patil,13.0,1,0
29225,25817,Harish Nayaka,,1,0
29226,25818,Chetan Bhat,,1,0
29227,25820,Basavaraj Rao,39.0,1,0
29228,25821,Anil Gowda,48.0,1,0
29229,25822,Shivakumar Khan,52.0,1,0
29230,25822,Basavaraj Angadi,23.0,1,0
29231,25823,Mahesh Nayaka,17.0,1,0
29232,25824,Sunitha Achari,15.0,2,0
29233,25824,Ayesha Shetty,52.0,2,0
29234,25825,Ayesha Pai,,2,0
29235,25826,Anthony Nayaka,,1,0
29236,25827,Unknown,57.0,1,0
29237,25828,Praveen Pai,,1,0
29238,25829,Dinesh Achari,23.0,1,0
29239,25830,Dinesh Rao,27.0,1,0
29240,25830,Basavaraj Gowda,26.0,1,0
29241,25831,Praveen Khan,,1,0
29242,25833,Mahesh Banakar,,1,0
29243,25835,Venkatesh Poojari,24.0,1,0
29244,25836,Unknown,,2,0
29245,25837,Umesh Angadi,14.0,1,0
29246,25838,Dinesh Banakar,29.0,1,0
29247,25839,Pallavi Pai,27.0,2,0
29248,25839,Mary Hegde,33.0,2,0
29249,25840,Asha Shetty,11.0,2,0
29250,25841,Manjunath Desai,21.0,1,0
29251,25842,Srinivas Poojari,20.0,1,0
29252,25843,Anthony Naik,34.0,1,0
29253,25844,Radha Sheikh,,2,0
29254,25845,Suresh Pai,33.0,1,0
29255,25846,Lokesh Fernandes,25.0,1,0
29256,25847,Suresh Reddy,5.0,1,0
29257,25848,Deepa Achari,35.0,2,0
29258,25849,Santosh Pai,16.0,1,0
29259,25849,Basavaraj Khan,,1,0
29260,25850,Ramesh Poojari,9.0,1,0
29261,25851,Selvi Naik,33.0,2,0
29262,25852,Prakash D'Souza,35.0,1,0
29263,25853,Asha Murthy,33.0,2,0
29264,25854,Manjula Khan,24.0,2,0
29265,25854,Manjula Murthy,35.0,2,0
29266,25856,Fathima Biradar,34.0,2,0
29267,25857,Imran Murthy,56.0,1,0
29268,25858,Anitha D'Souza,33.0,2,0
29269,25859,Praveen Achari,11.0,1,0
29270,25860,Unknown,,2,0
29271,25861,Chetan Poojari,19.0,1,0
29272,25862,Ramesh Hegde,,1,0
29273,25862,Anthony Patil,,1,0
29274,25863,Ramesh Angadi,43.0,1,0
29275,25864,Suma Swamy,37.0,2,0
29276,25865,Savitha Achari,48.0,2,0
29277,25866,Anitha Khan,44.0,2,0
29278,25867,Dinesh D'Souza,22.0,1,0
29279,25868,Mary Poojari,46.0,2,0
29280,25869,Venkatesh Achari,34.0,1,0
29281,25869,Irfan Murthy,,1,0
29282,25870,Naveen D'Souza,34.0,1,0
29283,25871,Imran Naik,50.0,1,0
29284,25871,Anil Hegde,54.0,1,0
29285,25872,Ramesh Bhat,24.0,1,0
29286,25872,Lokesh Nayaka,37.0,1,0
29287,25873,Unknown,41.0,1,0
29288,25875,Sunitha Kulkarni,42.0,2,0
29289,25877,Ramesh Poojari,21.0,1,0
29290,25877,Ayesha Desai,31.0,2,0
29291,25878,Vijay Bhat,14.0,1,0
29292,25880,Vijay Bhat,28.0,1,0
29293,25880,Abdul Khan,37.0,1,0
29294,25881,Girish Kulkarni,25.0,1,0
29295,25883,Radha Fernandes,9.0,2,0
29296,25883,Savitha Fernandes,5.0,2,0
29297,25884,Rekha Kulkarni,32.0,2,0
29298,25886,Shivakumar Kumar,47.0,1,0
29299,25886,Anil Patil,33.0,1,0
29300,25887,Bhagya Hegde,37.0,2,0
29301,25888,Sunitha Naik,27.0,2,0
29302,25888,Harish Kulkarni,44.0,1,0
29303,25889,Lakshmi Nayaka,21.0,2,0
29304,25891,Kavitha Patil,27.0,2,0
29305,25892,Mahesh Nayaka,45.0,1,1
29306,25892,Suresh Bhat,16.0,1,0
29307,25893,Prakash Kumar,35.0,1,0
29308,25894,Vijay Bhat,33.0,1,0
29309,25894,Ayesha Poojari,48.0,2,0
29310,25895,Selvi Pai,29.0,2,0
29311,25896,Basavaraj Poojari,13.0,1,0
29312,25897,Nagaraj Gowda,,1,0
29313,25898,Raghavendra D'Souza,22.0,1,0
29314,25899,Divya Fernandes,30.0,2,0
29315,25899,Nagamma Banakar,24.0,2,0
29316,25900,Ramesh Murthy,39.0,1,0
29317,25901,Srinivas Gowda,22.0,1,0
29318,25901,Harish Banakar,42.0,1,0
29319,25902,Anthony Sheikh,,1,0
29320,25902,Hanumantha Gowda,23.0,1,0
29321,25903,Dinesh Kulkarni,17.0,1,0
29322,25904,Naveen Banakar,32.0,1,0
29323,25904,Basavaraj Naik,38.0,1,0
29324,25905,Wilson Gowda,21.0,1,0
29325,25906,Unknown,,2,0
29326,25907,Lokesh Achari,21.0,1,0
29327,25908,Pushpa Rao,20.0,2,0
29328,25908,Pallavi Patil,24.0,2,0
29329,25909,Nagamma Patil,,2,0
29330,25910,Imran Kulkarni,27.0,1,0
29331,25911,Wilson Kumar,,1,0
29332,25911,Nagaraj Bhat,30.0,1,0
29333,25912,Anthony Khan,14.0,1,0
29334,25912,Shivakumar Rao,28.0,1,0
29335,25913,Wilson Achari,,1,0
29336,25914,Dinesh Sheikh,12.0,1,0
29337,25915,Anil D'Souza,27.0,1,0
29338,25917,Nagamma Swamy,38.0,2,0
29339,25918,Unknown,,1,0
29340,25919,Manjula Reddy,36.0,2,0
29341,25920,Unknown,,1,0
29342,25921,Nagaraj Nayaka,40.0,1,0
29343,25922,Raghavendra Fernandes,24.0,1,0
29344,25924,Suma Sheikh,50.0,2,0
29345,25924,Pallavi Banakar,,2,0
29346,25926,Suresh Achari,19.0,1,0
29347,25926,Imran Pai,44.0,1,0
29348,25927,Suma Nayaka,44.0,2,0
29349,25928,Raghavendra Achari,16.0,1,0
29350,25929,Manjunath Gowda,6.0,1,0
29351,25929,Pallavi D'Souza,7.0,2,0
29352,25930,Unknown,25.0,1,0
29353,25931,Fathima D'Souza,54.0,2,0
29354,25932,Shobha Desai,36.0,2,0
29355,25933,Abdul Nayaka,44.0,1,0
29356,25934,Nagamma Kulkarni,41.0,2,0
29357,25934,Deepa D'Souza,19.0,2,0
29358,25935,Mahesh Sheikh,13.0,1,0
29359,25935,Irfan Desai,44.0,1,0
29360,25936,Selvi Angadi,,2,0
29361,25937,Geetha D'Souza,39.0,2,0
29362,25938,Venkatesh Reddy,38.0,1,0
29363,25939,Girish Khan,39.0,1,0
29364,25940,Basavaraj Reddy,34.0,1,0
29365,25940,Nagaraj Rao,21.0,1,0
29366,25941,Prakash Sheikh,,1,0
29367,25942,Anitha Swamy,35.0,2,0
29368,25942,Joseph Patil,49.0,1,0
29369,25943,Prakash Banakar,25.0,1,1
29370,25944,Suma Fernandes,35.0,2,0
29371,25944,Irfan Pai,32.0,1,0
29372,25945,Ayesha Hegde,35.0,2,0
29373,25946,Sunitha Patil,28.0,2,0
29374,25946,Santosh Fernandes,46.0,1,0
29375,25947,Manjunath Achari,45.0,1,1
29376,25947,Harish Kumar,25.0,1,0
29377,25948,Kiran Fernandes,48.0,1,0
29378,25949,Radha Hegde,52.0,2,0
29379,25951,Shivakumar Khan,21.0,1,0
29380,25952,Dinesh Swamy,20.0,1,0
29381,25953,Joseph Patil,47.0,1,0
29382,25953,Mohammed Angadi,41.0,1,0
29383,25954,Asha Pai,35.0,2,0
29384,25954,Divya Reddy,34.0,2,0
29385,25955,Mohammed Fernandes,57.0,1,0
29386,25956,Hanumantha Rao,32.0,1,0
29387,25957,Harish Desai,34.0,1,0
29388,25958,Divya Desai,24.0,2,0
29389,25959,Prakash Hegde,41.0,1,0
29390,25959,Venkatesh Biradar,,1,1
29391,25960,Geetha Bhat,25.0,2,0
29392,25961,Nagaraj Swamy,38.0,1,0
29393,25962,Ayesha D'Souza,20.0,2,0
29394,25962,Nagamma Naik,23.0,2,0
29395,25963,Geetha Murthy,32.0,2,0
29396,25964,Anil Reddy,48.0,1,0
29397,25965,Unknown,11.0,1,0
29398,25966,Anitha Fernandes,37.0,2,0
29399,25967,Suresh Shetty,,1,0
29400,25969,Srinivas Reddy,35.0,1,0
29401,25970,Rekha Murthy,55.0,2,0
29402,25971,Lokesh D'Souza,22.0,1,0
29403,25972,Imran Khan,31.0,1,0
29404,25973,Anitha Swamy,34.0,2,0
29405,25974,Anil Shetty,52.0,1,0
29406,25975,Bhagya Poojari,47.0,2,1
29407,25976,Anthony Poojari,,1,0
29408,25976,Basavaraj Swamy,20.0,1,0
29409,25977,Suresh D'Souza,41.0,1,0
29410,25978,Shobha Murthy,24.0,2,0
29411,25979,Girish Murthy,31.0,1,0
29412,25980,Praveen Pai,38.0,1,0
29413,25981,Divya Naik,32.0,2,0
29414,25982,Santosh Fernandes,28.0,1,0
29415,25982,Naveen D'Souza,36.0,1,0
29416,25983,Venkatesh Shetty,21.0,1,0
29417,25984,Shobha Kumar,42.0,2,0
29418,25984,Suresh Achari,5.0,1,0
29419,25985,Srinivas Reddy,25.0,1,0
29420,25986,Shobha Fernandes,,2,0
29421,25987,Manjunath Kumar,37.0,1,0
29422,25987,Rekha Bhat,49.0,2,0
29423,25988,Suma Swamy,40.0,2,0
29424,25989,Imran Khan,53.0,1,0
29425,25989,Prakash Angadi,44.0,1,0
29426,25990,Suresh Pai,,1,0
29427,25991,Shobha Gowda,54.0,2,0
29428,25992,Savitha Sheikh,30.0,2,0
29429,25992,Venkatesh Kulkarni,43.0,1,0
29430,25993,Chetan Angadi,55.0,1,0
29431,25994,Ayesha Biradar,31.0,2,0
29432,25995,Ramesh Naik,30.0,1,0
29433,25996,Mohammed Nayaka,37.0,1,0
29434,25997,Shobha Banakar,,2,0
29435,25997,Manjunath Bhat,24.0,1,0
29436,25998,Geetha Poojari,17.0,2,0
29437,25999,Shivakumar Gowda,39.0,1,0
29438,26000,Asha Kumar,11.0,2,0
29439,26001,Mohammed Khan,17.0,1,0
29440,26003,Lokesh Kulkarni,,1,0
29441,26005,Irfan Kulkarni,54.0,1,0
29442,26006,Pushpa Rao,58.0,2,0
29443,26006,Ramesh Hegde,14.0,1,0
29444,26007,Santosh Kumar,36.0,1,0
29445,26008,Ramesh Biradar,43.0,1,1
29446,26009,Unknown,52.0,1,0
29447,26010,Unknown,41.0,1,0
29448,26011,Fathima Rao,47.0,2,0
29449,26011,Anthony Biradar,23.0,1,0
29450,26012,Raghavendra Reddy,50.0,1,0
29451,26013,Asha Shetty,,2,0
29452,26013,Manjula Rao,38.0,2,0
29453,26014,Nagaraj Angadi,27.0,1,0
29454,26015,Praveen Sheikh,24.0,1,0
29455,26016,Vijay Hegde,29.0,1,0
29456,26017,Prakash Gowda,45.0,1,0
29457,26018,Srinivas Fernandes,21.0,1,0
29458,26019,Unknown,19.0,2,0
29459,26020,Unknown,18.0,2,0
29460,26021,Unknown,,1,0
29461,26022,Asha Murthy,35.0,2,0
29462,26023,Chetan Naik,17.0,1,0
29463,26024,Umesh Kumar,6.0,1,0
29464,26025,Savitha Shetty,31.0,2,0
29465,26026,Shobha Hegde,43.0,2,0
29466,26026,Manjunath Achari,36.0,1,0
29467,26027,Anthony Angadi,42.0,1,0
29468,26027,Mohammed Banakar,19.0,1,0
29469,26028,Bhagya Naik,44.0,2,0
29470,26029,Joseph Bhat,42.0,1,0
29471,26029,Anil Rao,26.0,1,0
29472,26030,Venkatesh Fernandes,35.0,1,0
29473,26031,Shobha Hegde,52.0,2,0
29474,26031,Sunitha Kulkarni,22.0,2,0
29475,26032,Geetha Biradar,40.0,2,0
29476,26032,Santosh Murthy,53.0,1,0
29477,26033,Vijay Fernandes,32.0,1,0
29478,26033,Abdul Hegde,31.0,1,0
29479,26034,Anthony Banakar,15.0,1,0
29480,26035,Unknown,,2,0
29481,26036,Imran Sheikh,45.0,1,0
29482,26037,Nagamma Fernandes,34.0,2,0
29483,26038,Hanumantha Sheikh,,1,1
29484,26040,Dinesh Shetty,58.0,1,0
29485,26040,Geetha Pai,37.0,2,0
29486,26041,Unknown,,1,0
29487,26042,Lokesh Pai,5.0,1,0
29488,26043,Kavitha Reddy,42.0,2,0
29489,26044,Joseph Hegde,36.0,1,0
29490,26045,Anil Pai,40.0,1,0
29491,26045,Srinivas Pai,32.0,1,0
29492,26046,Bhagya Kulkarni,27.0,2,0
29493,26047,Sunitha Rao,57.0,2,0
29494,26048,Prakash Swamy,21.0,1,0
29495,26048,Savitha Naik,29.0,2,0
29496,26049,Unknown,46.0,2,0
29497,26050,Kavitha Desai,45.0,2,0
29498,26051,Harish Banakar,6.0,1,0
29499,26052,Anthony Poojari,32.0,1,0
29500,26052,Mahesh Biradar,15.0,1,0
29501,26053,Raghavendra Achari,47.0,1,0
29502,26055,Basavaraj Swamy,31.0,1,0
29503,26056,Unknown,75.0,1,0
29504,26057,Basavaraj Swamy,14.0,1,0
29505,26057,Basavaraj Desai,24.0,1,0
29506,26058,Imran Kumar,36.0,1,0
29507,26059,Praveen Khan,56.0,1,0
29508,26060,Abdul Bhat,49.0,1,0
29509,26060,Ayesha Banakar,48.0,2,0
29510,26061,Irfan Sheikh,30.0,1,0
29511,26063,Sunitha Gowda,,2,0
29512,26063,Nagamma Nayaka,47.0,2,0
29513,26064,Rekha Nayaka,22.0,2,1
29514,26064,Kavitha Kulkarni,46.0,2,0
29515,26065,Dinesh Fernandes,39.0,1,0
29516,26066,Unknown,36.0,1,0
29517,26068,Radha Nayaka,22.0,2,0
29518,26069,Bhagya Kulkarni,60.0,2,0
29519,26070,Imran Bhat,22.0,1,0
29520,26071,Imran Murthy,37.0,1,0
29521,26072,Pallavi Poojari,43.0,2,0
29522,26073,Lakshmi Bhat,53.0,2,0
29523,26074,Dinesh Pai,,1,0
29524,26074,Syed Pai,25.0,1,0
29525,26075,Deepa Biradar,44.0,2,0
29526,26076,Unknown,,1,0
29527,26077,Radha Achari,28.0,2,0
29528,26078,Bhagya Achari,44.0,2,0
29529,26079,Unknown,,2,0
29530,26080,Fathima Banakar,19.0,2,0
29531,26081,Chetan Achari,56.0,1,0
29532,26082,Suresh Sheikh,22.0,1,0
29533,26082,Wilson Naik,15.0,1,0
29534,26083,Unknown,21.0,1,0
29535,26084,Abdul Reddy,29.0,1,0
29536,26085,Sunitha Rao,31.0,2,0
29537,26086,Manjula Kulkarni,44.0,2,0
29538,26087,Kavitha Patil,38.0,2,0
29539,26088,Shivakumar Rao,23.0,1,0
29540,26088,Nagamma Hegde,23.0,2,0
29541,26089,Geetha Khan,68.0,2,0
29542,26089,Mohammed Poojari,46.0,1,0
29543,26090,Mohammed Naik,,1,0
29544,26091,Dinesh Rao,,1,0
29545,26092,Suresh Desai,46.0,1,0
29546,26093,Shivakumar Shetty,47.0,1,0
29547,26094,Shivakumar Swamy,22.0,1,0
29548,26095,Mohammed Kulkarni,23.0,1,0
29549,26096,Manjunath Kumar,40.0,1,0
29550,26097,Praveen Gowda,8.0,1,0
29551,26098,Deepa Naik,23.0,2,0
29552,26099,Raghavendra Murthy,57.0,1,0
29553,26100,Asha Biradar,26.0,2,0
29554,26101,Lakshmi Kulkarni,42.0,2,0
29555,26103,Wilson Khan,6.0,1,0
29556,26103,Srinivas Kumar,9.0,1,0
29557,26105,Fathima Murthy,47.0,2,0
29558,26106,Lakshmi Khan,16.0,2,1
29559,26107,Anil Swamy,42.0,1,0
29560,26107,Hanumantha Rao,38.0,1,0
29561,26108,Ramesh Kulkarni,23.0,1,0
29562,26110,Sunitha Pai,14.0,2,0
29563,26111,Pushpa Nayaka,40.0,2,0
29564,26112,Unknown,54.0,1,0
29565,26113,Basavaraj Kumar,4.0,1,0
29566,26114,Anitha Murthy,40.0,2,0
29567,26114,Savitha Poojari,69.0,2,0
29568,26118,Anthony Khan,31.0,1,0
29569,26119,Hanumantha Shetty,56.0,1,0
29570,26119,Mohammed Achari,38.0,1,0
29571,26120,Raghavendra Banakar,28.0,1,0
29572,26121,Suresh Achari,40.0,1,0
29573,26122,Abdul Fernandes,31.0,1,0
29574,26123,Wilson Patil,33.0,1,0
29575,26124,Dinesh Desai,13.0,1,0
29576,26124,Mohammed D'Souza,48.0,1,0
29577,26125,Sunitha Naik,55.0,2,0
29578,26126,Ramesh Fernandes,36.0,1,0
29579,26127,Srinivas Biradar,37.0,1,0
29580,26128,Nagaraj Rao,43.0,1,0
29581,26129,Manjula D'Souza,4.0,2,0
29582,26129,Lokesh Bhat,15.0,1,0
29583,26130,Unknown,29.0,1,0
29584,26131,Imran Gowda,40.0,1,0
29585,26131,Basavaraj Patil,41.0,1,0
29586,26132,Naveen Bhat,55.0,1,0
29587,26133,Vijay Banakar,18.0,1,0
29588,26134,Suma Poojari,12.0,2,0
29589,26135,Geetha Rao,36.0,2,0
29590,26136,Vijay Kulkarni,10.0,1,0
29591,26137,Unknown,35.0,1,0
29592,26138,Syed Poojari,27.0,1,0
29593,26139,Venkatesh Gowda,51.0,1,0
29594,26140,Syed Naik,26.0,1,0
29595,26141,Divya Shetty,,2,0
29596,26142,Mary Gowda,44.0,2,0
29597,26142,Irfan Fernandes,48.0,1,0
29598,26143,Naveen Achari,33.0,1,0
29599,26143,Shobha Biradar,39.0,2,0
29600,26144,Abdul Nayaka,24.0,1,0
29601,26145,Manjula Desai,37.0,2,0
29602,26146,Santosh Reddy,30.0,1,0
29603,26150,Joseph Desai,27.0,1,0
29604,26150,Vijay Khan,21.0,1,0
29605,26151,Mohammed Patil,36.0,1,0
29606,26152,Unknown,,2,0
29607,26153,Pallavi Poojari,,2,0
29608,26154,Wilson Hegde,18.0,1,0
29609,26154,Mary Sheikh,36.0,2,0
29610,26155,Manjunath Patil,41.0,1,0
29611,26155,Prakash Sheikh,59.0,1,1
29612,26156,Suma Banakar,,2,0
29613,26156,Irfan Achari,34.0,1,0
29614,26157,Mohammed Kumar,,1,0
29615,26158,Kiran D'Souza,23.0,1,0
